strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rsi2,ZIM,2025-12-15,18.950565,17.956118,0.994446,2025-12-31,20.024333,pivot_low_break,529,10024.85,568.02,0.056662,1.079765,-0.57393,2.48054,16,90.0,setup_rsi2=1.41; next_open_entry; avg_value_10=86.7632M; adr20=4.7918; close=19.7341; ma50=15.6198
rsi2,U,2025-12-18,45.0,43.630001,1.369999,2025-12-31,44.060001,pivot_low_break,221,9945.0,-207.74,-0.020889,-0.686131,-0.711678,2.0219,13,91.0,setup_rsi2=3.06; next_open_entry; avg_value_10=401.2041M; adr20=5.2226; close=44.5400; ma50=40.3924
rsi2,OLMA,2025-12-31,25.059999,24.969999,0.09,2025-12-31,24.969999,same_day_stop_loss,401,10049.06,-36.09,-0.003591,-1.0,-2.111092,7.777773,0,99.0,setup_rsi2=0.92; next_open_entry; avg_value_10=55.3227M; adr20=8.1294; close=25.0000; ma50=19.8696
rsi2,KSS,2025-12-31,20.149547,20.050532,0.099015,2025-12-31,20.050532,same_day_stop_loss,500,10074.77,-49.51,-0.004914,-1.0,-1.800001,2.599999,0,91.0,setup_rsi2=3.48; next_open_entry; avg_value_10=74.0025M; adr20=4.6627; close=20.2090; ma50=19.3180
rsi2,REPL,2025-11-10,8.46,7.985,0.475,2026-01-02,9.67,pivot_low_break,1189,10058.94,1438.69,0.143026,2.547369,-0.315789,5.894738,53,91.0,setup_rsi2=1.61; next_open_entry; avg_value_10=27.1055M; adr20=9.0113; close=8.7100; ma50=6.2046
rsi2,AUPH,2025-12-04,14.76,14.7,0.06,2026-01-02,15.57,pivot_low_break,677,9992.52,548.37,0.054878,13.499897,0.0,29.666471,29,90.0,setup_rsi2=2.88; next_open_entry; avg_value_10=26.4403M; adr20=3.8827; close=15.3100; ma50=13.3836
rsi2,ORKA,2025-12-19,28.17,27.84,0.33,2026-01-02,27.84,stop_loss,356,10028.52,-117.48,-0.011715,-1.0,-1.969696,13.545456,14,96.0,setup_rsi2=1.63; next_open_entry; avg_value_10=27.3812M; adr20=6.6390; close=31.8400; ma50=28.3738
rsi2,SYRE,2025-12-31,31.780001,31.5,0.280001,2026-01-02,31.5,stop_loss,316,10042.48,-88.48,-0.008811,-1.0,-5.964271,5.464275,2,95.0,setup_rsi2=2.84; next_open_entry; avg_value_10=29.0497M; adr20=4.9854; close=32.7600; ma50=28.0602
rsi2,KYMR,2025-12-31,77.690002,77.279999,0.410004,2026-01-02,77.279999,stop_loss,129,10022.01,-52.89,-0.005277,-1.0,-13.499888,2.756066,2,95.0,setup_rsi2=2.41; next_open_entry; avg_value_10=63.6980M; adr20=5.3162; close=77.8100; ma50=70.1286
rsi2,RIVN,2025-12-31,19.620001,19.280001,0.34,2026-01-02,19.280001,stop_loss,514,10084.68,-174.76,-0.017329,-1.0,-2.11765,3.205876,2,92.0,setup_rsi2=4.06; next_open_entry; avg_value_10=823.4305M; adr20=6.3138; close=19.7100; ma50=16.5948
rsi2,OLMA,2026-01-02,25.040001,24.870001,0.17,2026-01-02,24.870001,same_day_stop_loss,404,10116.16,-68.68,-0.006789,-1.0,-3.470588,3.529401,0,99.0,setup_rsi2=0.83; next_open_entry; avg_value_10=46.5079M; adr20=8.1417; close=25.2800; ma50=20.2096
rsi2,COGT,2026-01-02,35.639999,34.181999,1.458,2026-01-02,34.181999,same_day_stop_loss,284,10121.76,-414.07,-0.040909,-1.0,-1.069957,0.171468,0,98.0,setup_rsi2=1.63; next_open_entry; avg_value_10=88.8483M; adr20=5.3051; close=34.7400; ma50=31.9364
rsi2,ARWR,2026-01-02,66.300003,66.0,0.300003,2026-01-02,66.0,same_day_stop_loss,152,10077.6,-45.6,-0.004525,-1.0,-4.333299,6.483266,0,98.0,setup_rsi2=3.67; next_open_entry; avg_value_10=104.2913M; adr20=5.3657; close=67.7900; ma50=53.0727
rsi2,IDR,2026-01-02,40.959999,39.470001,1.489998,2026-01-02,39.470001,same_day_stop_loss,247,10117.12,-368.03,-0.036377,-1.0,-1.897318,0.409397,0,96.0,setup_rsi2=4.91; next_open_entry; avg_value_10=42.6756M; adr20=8.0680; close=41.1300; ma50=37.3468
rsi2,ENVA,2026-01-02,158.0,156.410004,1.589996,2026-01-02,156.410004,same_day_stop_loss,64,10112.0,-101.76,-0.010063,-1.0,-1.509434,3.006295,0,92.0,setup_rsi2=3.19; next_open_entry; avg_value_10=38.2184M; adr20=3.2627; close=161.9600; ma50=136.9652
rsi2,VIAV,2026-01-02,18.049999,17.780001,0.269999,2026-01-02,17.780001,same_day_stop_loss,560,10108.0,-151.2,-0.014958,-1.0,-1.18519,0.481488,0,90.0,setup_rsi2=4.20; next_open_entry; avg_value_10=39.8438M; adr20=3.6118; close=18.1500; ma50=17.1784
rsi2,COHR,2025-12-18,178.75,170.119995,8.630005,2026-01-05,183.550003,pivot_low_break,55,9831.25,264.0,0.026853,0.556199,-0.943221,2.483196,18,96.0,setup_rsi2=4.48; next_open_entry; avg_value_10=919.5153M; adr20=7.3059; close=175.7100; ma50=147.5012
rsi2,NRIX,2025-12-19,18.0,17.440001,0.559999,2026-01-05,17.440001,stop_loss,558,10044.0,-312.48,-0.031111,-1.0,-1.678574,3.285718,17,95.0,setup_rsi2=2.57; next_open_entry; avg_value_10=53.8461M; adr20=6.6983; close=18.5200; ma50=14.3253
rsi2,TARS,2025-12-19,77.589996,77.135002,0.454994,2026-01-05,77.135002,stop_loss,129,10009.11,-58.69,-0.005864,-1.0,-2.747288,14.241947,17,90.0,setup_rsi2=3.30; next_open_entry; avg_value_10=47.5042M; adr20=4.0743; close=81.4000; ma50=74.9315
rsi2,SITM,2026-01-02,365.570007,352.420013,13.149994,2026-01-05,352.420013,stop_loss,27,9870.39,-355.05,-0.035971,-1.0,-2.768062,1.314069,3,94.0,setup_rsi2=2.47; next_open_entry; avg_value_10=92.0288M; adr20=4.5676; close=369.9600; ma50=319.2238
rsi2,COGT,2026-01-05,34.59,34.080002,0.509998,2026-01-05,34.080002,same_day_stop_loss,293,10134.87,-149.43,-0.014744,-1.0,-3.254912,0.294122,0,98.0,setup_rsi2=0.99; next_open_entry; avg_value_10=88.7741M; adr20=5.3642; close=34.2600; ma50=32.3246
rsi2,WVE,2026-01-05,15.74,15.52,0.219999,2026-01-05,15.52,same_day_stop_loss,644,10136.56,-141.68,-0.013977,-1.0,-5.818199,1.181823,0,98.0,setup_rsi2=3.79; next_open_entry; avg_value_10=47.1352M; adr20=11.1669; close=15.0000; ma50=11.2042
rsi2,NUVB,2026-01-05,8.5,8.27,0.23,2026-01-05,8.27,same_day_stop_loss,1192,10132.0,-274.16,-0.027059,-1.0,-2.021744,0.52174,0,98.0,setup_rsi2=3.98; next_open_entry; avg_value_10=48.1719M; adr20=5.6843; close=8.5900; ma50=7.0750
rsi2,VERA,2026-01-05,48.220001,47.939999,0.280003,2026-01-05,47.939999,same_day_stop_loss,210,10126.2,-58.8,-0.005807,-1.0,-7.464217,1.392842,0,95.0,setup_rsi2=3.11; next_open_entry; avg_value_10=59.9481M; adr20=5.7758; close=47.0700; ma50=37.6770
rsi2,KYMR,2026-01-05,72.589996,72.154999,0.434998,2026-01-05,72.154999,same_day_stop_loss,139,10090.01,-60.46,-0.005993,-1.0,-5.149449,2.160937,0,92.0,setup_rsi2=0.34; next_open_entry; avg_value_10=58.7727M; adr20=5.4888; close=72.4100; ma50=70.7496
rsi2,LQDA,2026-01-05,31.360001,30.76,0.6,2026-01-05,30.76,same_day_stop_loss,323,10129.28,-193.8,-0.019133,-1.0,-1.799999,1.98333,0,91.0,setup_rsi2=3.08; next_open_entry; avg_value_10=40.0494M; adr20=4.8223; close=32.1500; ma50=30.3002
rsi2,NRIX,2026-01-05,18.059999,17.860001,0.199999,2026-01-05,17.860001,same_day_stop_loss,561,10131.66,-112.2,-0.011074,-1.0,-5.000029,0.0,0,90.0,setup_rsi2=1.74; next_open_entry; avg_value_10=26.8392M; adr20=5.4713; close=17.4900; ma50=15.9227
rsi2,BELFB,2025-12-18,168.219319,162.073352,6.145967,2026-01-06,168.848906,pivot_low_break,59,9924.94,37.15,0.003743,0.102439,-0.803251,2.58536,19,92.0,setup_rsi2=4.84; next_open_entry; avg_value_10=25.0235M; adr20=5.1295; close=166.4405; ma50=154.9002
rsi2,ASM,2026-01-05,6.13,5.73,0.4,2026-01-06,6.16,pivot_low_break,1652,10126.76,49.56,0.004894,0.074999,-0.225,0.849999,1,95.0,setup_rsi2=2.32; next_open_entry; avg_value_10=34.6580M; adr20=6.4431; close=6.0600; ma50=5.3562
rsi2,VERA,2026-01-06,46.849998,46.130001,0.719997,2026-01-06,46.130001,same_day_stop_loss,216,10119.6,-155.52,-0.015368,-1.0,-1.875005,0.991671,0,95.0,setup_rsi2=1.52; next_open_entry; avg_value_10=54.2730M; adr20=5.6761; close=46.5200; ma50=38.0434
rsi2,KYMR,2026-01-06,70.660004,70.349998,0.310005,2026-01-06,70.349998,same_day_stop_loss,143,10104.38,-44.33,-0.004387,-1.0,-5.096695,10.177245,0,93.0,setup_rsi2=0.30; next_open_entry; avg_value_10=53.9491M; adr20=5.6649; close=73.4600; ma50=71.0636
rsi2,COGT,2026-01-06,34.459999,32.93,1.529999,2026-01-07,35.220001,pivot_low_break,295,10165.7,224.2,0.022055,0.496734,-0.464052,1.663401,1,98.0,setup_rsi2=0.67; next_open_entry; avg_value_10=77.0253M; adr20=5.3335; close=34.7800; ma50=32.7234
rsi2,WVE,2026-01-06,19.049999,14.46,4.589999,2026-01-07,14.83,pivot_low_break,534,10172.7,-2253.48,-0.221522,-0.91939,-0.91939,0.098039,1,98.0,setup_rsi2=1.60; next_open_entry; avg_value_10=63.4895M; adr20=12.3988; close=15.1500; ma50=11.3662
rsi2,VRDN,2026-01-06,29.690001,28.959999,0.730001,2026-01-07,31.200001,pivot_low_break,342,10153.98,516.42,0.050859,2.068489,0.0,2.43835,1,92.0,setup_rsi2=3.67; next_open_entry; avg_value_10=39.3890M; adr20=3.4377; close=30.7200; ma50=29.4616
rsi2,AEIS,2026-01-02,215.584891,208.926918,6.657973,2026-01-08,208.926918,stop_loss,46,9916.9,-306.27,-0.030883,-1.0,-2.115619,2.454962,6,91.0,setup_rsi2=2.84; next_open_entry; avg_value_10=60.9481M; adr20=3.3778; close=221.9230; ma50=210.1222
rsi2,NUVB,2026-01-07,8.5,8.4,0.1,2026-01-08,8.4,stop_loss,1201,10208.5,-120.1,-0.011765,-1.0,-1.49999,5.94998,1,98.0,setup_rsi2=4.35; next_open_entry; avg_value_10=43.8047M; adr20=5.5662; close=8.8400; ma50=7.2368
rsi2,CAPR,2026-01-06,24.73,24.34,0.389999,2026-01-09,24.34,stop_loss,411,10164.03,-160.29,-0.01577,-1.0,-4.051288,5.666678,3,99.0,setup_rsi2=1.11; next_open_entry; avg_value_10=34.1978M; adr20=6.9738; close=26.1300; ma50=15.9350
rsi2,GSAT,2025-12-18,58.34,55.82,2.52,2026-01-12,58.639999,pivot_low_break,171,9976.14,51.3,0.005142,0.119047,-0.730159,3.674602,25,96.0,setup_rsi2=2.72; next_open_entry; avg_value_10=58.6215M; adr20=6.6008; close=58.6400; ma50=55.5458
rsi2,RIGL,2026-01-05,41.700001,40.5,1.200001,2026-01-12,40.5,stop_loss,242,10091.4,-290.4,-0.028777,-1.0,-3.349998,6.166661,7,90.0,setup_rsi2=3.35; next_open_entry; avg_value_10=27.7919M; adr20=5.4865; close=41.1900; ma50=40.7646
rsi2,VERA,2026-01-07,47.720001,45.5,2.220001,2026-01-12,45.5,stop_loss,214,10212.08,-475.08,-0.046521,-1.0,-1.216216,1.382882,5,96.0,setup_rsi2=1.11; next_open_entry; avg_value_10=52.1337M; adr20=5.6267; close=48.6800; ma50=38.4326
rsi2,AMKR,2025-12-18,40.702003,38.59604,2.105963,2026-01-14,49.016074,pivot_low_break,245,9971.99,2036.95,0.204267,3.94787,-0.777251,6.042658,27,94.0,setup_rsi2=2.63; next_open_entry; avg_value_10=167.8615M; adr20=5.7137; close=39.2248; ma50=35.3756
rsi2,HXHX,2025-12-22,0.52,0.332,0.188,2026-01-14,0.508,pivot_low_break,19477,10128.04,-233.72,-0.023077,-0.06383,-0.101064,5.053192,23,98.0,setup_rsi2=2.50; next_open_entry; avg_value_10=41.7458M; adr20=19.2696; close=1.2900; ma50=0.7384
rsi2,MDB,2026-01-05,404.01001,392.5,11.51001,2026-01-14,392.5,stop_loss,25,10100.25,-287.75,-0.028489,-1.0,-1.612509,3.536921,9,91.0,setup_rsi2=0.61; next_open_entry; avg_value_10=506.0642M; adr20=3.0796; close=420.8200; ma50=379.2326
rsi2,FLYX,2026-01-08,6.08,3.08,3.0,2026-01-16,3.491,pivot_low_break,1669,10147.52,-4321.04,-0.425822,-0.863,-0.933333,0.933333,8,99.0,setup_rsi2=1.36; next_open_entry; avg_value_10=83.5699M; adr20=13.6674; close=7.2300; ma50=3.5952
rsi2,PACS,2026-01-21,36.02,35.032001,0.987999,2026-01-21,35.032001,same_day_stop_loss,287,10337.74,-283.56,-0.027429,-1.0,-1.58907,0.49595,0,98.0,setup_rsi2=1.37; next_open_entry; avg_value_10=44.0481M; adr20=4.8202; close=36.0700; ma50=31.5226
rsi2,RHLD,2026-01-06,185.0,181.0,4.0,2026-01-23,197.360001,pivot_low_break,54,9990.0,667.44,0.066811,3.09,-0.625,12.797501,17,99.0,setup_rsi2=1.82; next_open_entry; avg_value_10=25.0012M; adr20=6.5043; close=202.1800; ma50=174.0080
rsi2,KOD,2026-01-06,24.35,23.92,0.43,2026-01-23,25.93,pivot_low_break,418,10178.3,660.44,0.064887,3.674416,-0.930231,11.953478,17,98.0,setup_rsi2=3.11; next_open_entry; avg_value_10=31.1252M; adr20=8.7745; close=25.0500; ma50=22.6776
rsi2,WULF,2026-01-23,12.85,12.5,0.35,2026-01-23,12.5,same_day_stop_loss,800,10280.0,-280.0,-0.027237,-1.0,-1.657141,3.799996,0,94.0,setup_rsi2=3.45; next_open_entry; avg_value_10=318.0664M; adr20=7.1503; close=14.1200; ma50=13.1678
rsi2,RVMD,2025-12-19,77.559998,74.199997,3.360001,2026-01-26,93.5,pivot_low_break,129,10005.24,2056.26,0.205518,4.744047,-0.380952,13.967259,38,95.0,setup_rsi2=3.83; next_open_entry; avg_value_10=243.7635M; adr20=3.5243; close=78.7800; ma50=66.1396
rsi2,CAPR,2026-01-26,23.030001,23.01,0.02,2026-01-26,23.01,same_day_stop_loss,450,10363.5,-9.0,-0.000868,-1.0,-11.499809,33.999142,0,98.0,setup_rsi2=4.57; next_open_entry; avg_value_10=30.5330M; adr20=6.0415; close=23.6200; ma50=20.6782
rsi2,LEU,2026-01-27,282.0,279.089996,2.910004,2026-01-27,279.089996,same_day_stop_loss,36,10152.0,-104.76,-0.010319,-1.0,-2.405495,12.182119,0,90.0,setup_rsi2=4.13; next_open_entry; avg_value_10=420.2332M; adr20=9.4573; close=309.3900; ma50=270.3356
rsi2,ABVX,2025-12-05,109.75,107.055,2.695,2026-01-28,113.400002,pivot_low_break,91,9987.25,332.15,0.033257,1.354361,-0.454545,14.50093,54,99.0,setup_rsi2=2.56; next_open_entry; avg_value_10=162.8667M; adr20=5.6968; close=114.5100; ma50=101.2647
rsi2,RVMD,2026-01-27,98.135002,92.5,5.635002,2026-01-28,99.040001,pivot_low_break,105,10304.18,95.02,0.009222,0.160603,-0.251109,0.673469,1,96.0,setup_rsi2=2.60; next_open_entry; avg_value_10=495.6026M; adr20=5.9835; close=99.8200; ma50=87.0968
rsi2,MBAI,2026-01-26,1.63,1.45,0.18,2026-01-29,1.66,pivot_low_break,6301,10270.63,189.03,0.018405,0.166667,-0.333333,12.722226,3,99.0,setup_rsi2=0.75; next_open_entry; avg_value_10=45.1293M; adr20=13.1640; close=3.1600; ma50=1.7242
rsi2,CAPR,2026-01-29,21.610001,21.4,0.210001,2026-01-29,21.4,same_day_stop_loss,479,10351.19,-100.59,-0.009718,-1.0,-2.619041,5.190452,0,98.0,setup_rsi2=4.96; next_open_entry; avg_value_10=30.1083M; adr20=6.4884; close=22.6100; ma50=21.6874
rsi2,CRML,2026-02-02,13.85,13.06,0.79,2026-02-02,13.06,same_day_stop_loss,746,10332.1,-589.34,-0.05704,-1.0,-1.746836,1.35443,0,98.0,setup_rsi2=4.08; next_open_entry; avg_value_10=535.5907M; adr20=19.4394; close=12.5900; ma50=11.0667
rsi2,HL,2026-02-02,22.315622,22.125658,0.189964,2026-02-02,22.125658,same_day_stop_loss,462,10309.82,-87.76,-0.008513,-1.0,-7.210482,3.421032,0,97.0,setup_rsi2=1.42; next_open_entry; avg_value_10=1068.3036M; adr20=8.7394; close=21.5458; ma50=20.7505
rsi2,PACS,2026-02-02,33.610001,33.48,0.130001,2026-02-02,33.48,same_day_stop_loss,307,10318.27,-39.91,-0.003868,-1.0,-2.0,18.615218,0,96.0,setup_rsi2=1.09; next_open_entry; avg_value_10=34.6458M; adr20=4.8754; close=35.4000; ma50=35.0668
rsi2,CDE,2026-02-02,20.219999,20.02,0.199999,2026-02-02,20.02,same_day_stop_loss,510,10312.2,-102.0,-0.009891,-1.0,-2.800013,3.650028,0,93.0,setup_rsi2=1.92; next_open_entry; avg_value_10=839.8916M; adr20=7.5720; close=20.3200; ma50=18.9624
rsi2,TXG,2026-02-02,20.200001,19.82,0.380001,2026-02-02,19.82,same_day_stop_loss,511,10322.2,-194.18,-0.018812,-1.0,-1.5,0.736837,0,92.0,setup_rsi2=2.61; next_open_entry; avg_value_10=54.6448M; adr20=6.5356; close=19.9500; ma50=18.5980
rsi2,FN,2025-12-18,451.170013,424.440002,26.730011,2026-02-03,424.440002,stop_loss,22,9925.74,-588.06,-0.059246,-1.0,-1.364384,2.904225,47,91.0,setup_rsi2=3.69; next_open_entry; avg_value_10=293.4215M; adr20=6.2150; close=452.4600; ma50=436.2928
rsi2,JMIA,2025-12-30,11.61,11.48,0.13,2026-02-03,11.88,pivot_low_break,870,10100.7,234.9,0.023256,2.076925,-0.461534,23.923061,35,96.0,setup_rsi2=3.93; next_open_entry; avg_value_10=39.4592M; adr20=6.5495; close=12.2200; ma50=11.4262
rsi2,SPHR,2026-01-22,96.489998,90.760002,5.729996,2026-02-03,92.685997,pivot_low_break,107,10324.43,-407.03,-0.039424,-0.663875,-0.964922,0.650961,12,93.0,setup_rsi2=4.87; next_open_entry; avg_value_10=79.7249M; adr20=3.7510; close=98.3800; ma50=87.6962
rsi2,GPCR,2026-01-30,87.150002,86.099998,1.050003,2026-02-03,86.099998,stop_loss,118,10283.7,-123.9,-0.012048,-1.0,-4.64761,4.676173,4,99.0,setup_rsi2=3.55; next_open_entry; avg_value_10=98.1708M; adr20=6.5714; close=88.4500; ma50=63.7644
rsi2,UAMY,2026-02-02,7.88,7.21,0.67,2026-02-03,8.2,pivot_low_break,1310,10322.8,419.2,0.040609,0.477611,-0.716418,2.656716,1,97.0,setup_rsi2=4.91; next_open_entry; avg_value_10=197.1662M; adr20=15.3282; close=7.8600; ma50=6.8244
rsi2,COMP,2026-02-02,12.5,12.171,0.329,2026-02-03,12.171,stop_loss,825,10312.5,-271.43,-0.02632,-1.0,-1.8541,0.638297,1,90.0,setup_rsi2=3.64; next_open_entry; avg_value_10=234.1159M; adr20=5.1837; close=12.2800; ma50=11.3054
rsi2,MU,2025-12-18,256.31873,221.507427,34.811303,2026-02-04,406.959035,pivot_low_break,38,9740.11,5724.33,0.587707,4.327339,-0.330941,5.716246,48,95.0,setup_rsi2=4.15; next_open_entry; avg_value_10=6865.0308M; adr20=5.8199; close=248.3453; ma50=225.7116
rsi2,CRML,2026-02-03,13.45,12.47,0.98,2026-02-04,14.53,pivot_low_break,769,10343.05,830.52,0.080297,1.102041,-0.846939,1.989797,1,99.0,setup_rsi2=2.93; next_open_entry; avg_value_10=515.1608M; adr20=19.5261; close=15.1400; ma50=11.2085
rsi2,PL,2026-02-03,23.98,22.465,1.514999,2026-02-04,22.465,stop_loss,432,10359.36,-654.48,-0.063178,-1.0,-2.237624,0.013202,1,98.0,setup_rsi2=4.48; next_open_entry; avg_value_10=362.5728M; adr20=8.6431; close=23.9500; ma50=19.7518
rsi2,HL,2026-02-03,23.545379,20.945892,2.599487,2026-02-04,23.225442,pivot_low_break,440,10359.97,-140.77,-0.013588,-0.123077,-0.684616,0.326924,1,98.0,setup_rsi2=1.02; next_open_entry; avg_value_10=1042.8237M; adr20=8.7364; close=23.4354; ma50=20.9371
rsi2,SIDU,2026-02-03,2.77,2.56,0.21,2026-02-04,2.56,stop_loss,3745,10373.65,-786.45,-0.075812,-1.0,-2.47619,0.428571,1,97.0,setup_rsi2=4.08; next_open_entry; avg_value_10=82.0575M; adr20=18.5537; close=2.7800; ma50=2.2865
rsi2,AREC,2026-02-03,3.175,2.9,0.275,2026-02-04,2.9,stop_loss,3267,10372.72,-898.42,-0.086614,-1.0,-1.127273,0.981819,1,96.0,setup_rsi2=4.42; next_open_entry; avg_value_10=29.9976M; adr20=13.1384; close=3.4300; ma50=3.0453
rsi2,KTOS,2026-02-03,98.599998,94.769997,3.830002,2026-02-04,94.769997,stop_loss,105,10353.0,-402.15,-0.038844,-1.0,-3.049607,1.276762,1,95.0,setup_rsi2=3.88; next_open_entry; avg_value_10=442.5725M; adr20=7.3950; close=103.3700; ma50=90.4016
rsi2,CDE,2026-02-03,21.99,19.66,2.33,2026-02-04,20.17,pivot_low_break,472,10379.28,-859.04,-0.082765,-0.781116,-0.982832,0.060086,1,94.0,setup_rsi2=1.83; next_open_entry; avg_value_10=837.3027M; adr20=7.5182; close=21.2600; ma50=19.0936
rsi2,SQM,2026-02-03,77.468988,74.156658,3.31233,2026-02-04,74.156658,stop_loss,134,10380.84,-443.85,-0.042757,-1.0,-1.638805,0.286567,1,94.0,setup_rsi2=1.62; next_open_entry; avg_value_10=130.6714M; adr20=3.4964; close=78.4083; ma50=70.3110
rsi2,KGC,2026-02-03,33.509072,30.792392,2.716679,2026-02-04,32.48033,pivot_low_break,309,10354.3,-317.88,-0.0307,-0.378676,-0.757353,0.216913,1,93.0,setup_rsi2=3.08; next_open_entry; avg_value_10=558.3616M; adr20=4.6619; close=33.2594; ma50=30.2365
rsi2,EGO,2026-02-03,41.231966,36.34004,4.891926,2026-02-04,39.385015,pivot_low_break,251,10349.22,-463.58,-0.044794,-0.377551,-0.563265,0.114286,1,92.0,setup_rsi2=3.98; next_open_entry; avg_value_10=152.2573M; adr20=4.8283; close=39.5847; ma50=36.8724
rsi2,ALB,2025-12-05,123.1324,116.966343,6.166057,2026-02-05,159.624567,pivot_low_break,81,9973.72,2955.87,0.296365,5.918234,-0.179033,11.688836,62,94.0,setup_rsi2=4.51; next_open_entry; avg_value_10=433.8577M; adr20=5.5585; close=124.5049; ma50=102.6457
rsi2,VICR,2025-12-17,97.089996,91.25,5.839996,2026-02-05,146.279999,pivot_low_break,102,9903.18,5017.38,0.506643,8.422951,-0.315068,13.683228,50,96.0,setup_rsi2=4.52; next_open_entry; avg_value_10=33.1682M; adr20=5.2592; close=97.1900; ma50=84.3494
rsi2,FLNC,2025-12-18,20.48,18.48,2.0,2026-02-05,24.85,pivot_low_break,488,9994.24,2132.56,0.213379,2.185,-0.94,6.514999,49,97.0,setup_rsi2=4.15; next_open_entry; avg_value_10=129.9973M; adr20=11.9400; close=19.3100; ma50=19.2385
rsi2,TTMI,2025-12-18,63.689999,61.380001,2.309998,2026-02-05,87.050003,pivot_low_break,156,9935.64,3644.16,0.366777,10.112567,-0.47619,20.480542,49,94.0,setup_rsi2=2.46; next_open_entry; avg_value_10=157.0722M; adr20=7.2988; close=67.0900; ma50=65.0878
rsi2,AXSM,2025-12-31,158.490005,148.134995,10.355011,2026-02-05,180.559998,pivot_low_break,63,9984.87,1390.41,0.139252,2.131334,0.0,3.187828,36,94.0,setup_rsi2=4.89; next_open_entry; avg_value_10=124.5960M; adr20=3.4805; close=182.6400; ma50=144.3174
rsi2,USAS,2026-02-03,7.72,6.88,0.84,2026-02-05,6.86,stop_loss,1342,10360.24,-1154.12,-0.111399,-1.02381,-1.404762,0.25,2,98.0,setup_rsi2=3.97; next_open_entry; avg_value_10=89.3062M; adr20=9.5787; close=7.6000; ma50=5.8686
rsi2,TMQ,2026-02-03,5.22,4.93,0.29,2026-02-05,4.91,stop_loss,1985,10361.7,-615.35,-0.059387,-1.068965,-2.620689,2.413794,2,98.0,setup_rsi2=5.00; next_open_entry; avg_value_10=57.5392M; adr20=9.5514; close=5.7200; ma50=4.9464
rsi2,SVM,2026-02-03,10.86,9.68,1.179999,2026-02-05,9.68,stop_loss,956,10382.16,-1128.08,-0.108656,-1.0,-1.101695,0.203391,2,96.0,setup_rsi2=2.05; next_open_entry; avg_value_10=111.8247M; adr20=6.8016; close=10.7400; ma50=9.1980
rsi2,EXK,2026-02-03,11.78,10.45,1.33,2026-02-05,10.45,stop_loss,881,10378.18,-1171.73,-0.112903,-1.0,-1.037594,0.210527,2,95.0,setup_rsi2=1.71; next_open_entry; avg_value_10=245.9910M; adr20=7.8578; close=11.6100; ma50=10.2016
rsi2,PAAS,2026-02-03,57.359318,52.442239,4.917079,2026-02-05,52.442239,stop_loss,181,10382.04,-889.99,-0.085724,-1.0,-1.085193,0.243408,2,93.0,setup_rsi2=4.71; next_open_entry; avg_value_10=801.1302M; adr20=5.2324; close=56.5215; ma50=51.7261
rsi2,NVMI,2026-02-05,415.450012,405.149994,10.300018,2026-02-06,430.859985,pivot_low_break,24,9970.8,369.84,0.037092,1.496111,-0.193206,4.853388,1,93.0,setup_rsi2=2.98; next_open_entry; avg_value_10=216.6350M; adr20=4.7926; close=426.7100; ma50=374.2008
rsi2,COMP,2026-02-05,11.91,11.465,0.445,2026-02-06,12.11,pivot_low_break,851,10135.41,170.2,0.016793,0.449438,-0.292135,1.11236,1,90.0,setup_rsi2=0.73; next_open_entry; avg_value_10=226.2222M; adr20=4.9043; close=12.0400; ma50=11.4592
rsi2,ONTO,2026-02-05,186.649994,180.179993,6.470001,2026-02-06,195.0,pivot_low_break,54,10079.1,450.9,0.044736,1.290573,-0.21329,3.48068,1,90.0,setup_rsi2=2.02; next_open_entry; avg_value_10=176.2461M; adr20=5.1306; close=188.8600; ma50=176.3432
rsi2,GPCR,2026-02-06,75.5,72.099998,3.400002,2026-02-09,75.199997,pivot_low_break,135,10192.5,-40.5,-0.003974,-0.088236,-0.950001,1.161763,3,99.0,setup_rsi2=2.31; next_open_entry; avg_value_10=79.8584M; adr20=6.5964; close=74.9200; ma50=68.3252
rsi2,SKYT,2026-02-06,28.6,28.129999,0.470001,2026-02-09,29.799999,pivot_low_break,356,10181.6,427.2,0.041958,2.553182,-0.159576,4.829776,3,98.0,setup_rsi2=4.55; next_open_entry; avg_value_10=139.0442M; adr20=8.3569; close=30.3500; ma50=23.9734
rsi2,VSAT,2026-02-06,41.290001,36.709999,4.580002,2026-02-09,41.98,pivot_low_break,247,10198.63,170.43,0.016711,0.150655,-0.513101,1.338427,3,95.0,setup_rsi2=2.69; next_open_entry; avg_value_10=90.4923M; adr20=6.9332; close=41.7000; ma50=38.5988
rsi2,SPHR,2026-02-06,88.989998,87.601997,1.388,2026-02-09,92.239998,pivot_low_break,114,10144.86,370.5,0.036521,2.341498,0.0,4.675795,3,92.0,setup_rsi2=3.20; next_open_entry; avg_value_10=55.5045M; adr20=4.5124; close=93.2100; ma50=91.4646
