strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_hold_1d_open,WIX,2024-06-20,159.2559,158.77,0.4859,2024-06-20,158.7541,same_day_stop_loss_red_candle,62,9873.87,-31.11,-0.003151,-1.0327,-7.2396,-0.0122,0,94.0,entry=rsi2_next_open; setup_rsi2=1.34; raw_entry=open:159.2400; slippage_bps=1.0; decision_date=2024-06-18 00:00:00; filter_close=159.9800; filter_ma50=142.5412; filter_avg_value_10=116.67; filter_adr20=3.21; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,DECK,2024-06-20,168.0335,167.5167,0.5168,2024-06-20,167.4999,same_day_stop_loss_red_candle,59,9913.97,-31.48,-0.003175,-1.0324,-9.0947,1.3704,0,93.0,entry=rsi2_next_open; setup_rsi2=1.41; raw_entry=open:168.0167; slippage_bps=1.0; decision_date=2024-06-18 00:00:00; filter_close=168.0650; filter_ma50=153.0097; filter_avg_value_10=305.10; filter_adr20=2.51; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,PRCT,2024-06-20,61.5762,60.6,0.9762,2024-06-20,60.5939,same_day_stop_loss_red_candle,161,9913.76,-158.14,-0.015951,-1.0062,-1.6044,0.424,0,90.0,entry=rsi2_next_open; setup_rsi2=2.02; raw_entry=open:61.5700; slippage_bps=1.0; decision_date=2024-06-18 00:00:00; filter_close=62.0000; filter_ma50=60.9630; filter_avg_value_10=33.70; filter_adr20=3.50; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ANF,2024-06-21,175.1575,173.26,1.8975,2024-06-21,173.2427,same_day_stop_loss_red_candle,56,9808.82,-107.23,-0.010932,-1.0091,-2.1225,-0.0092,0,98.0,entry=rsi2_next_open; setup_rsi2=2.74; raw_entry=open:175.1400; slippage_bps=1.0; decision_date=2024-06-20 00:00:00; filter_close=175.5600; filter_ma50=144.3802; filter_avg_value_10=257.57; filter_adr20=5.43; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,NTRA,2024-06-21,107.2407,107.025,0.2157,2024-06-21,107.0143,same_day_stop_loss_red_candle,93,9973.39,-21.06,-0.002111,-1.0496,-5.5196,8.526,0,95.0,entry=rsi2_next_open; setup_rsi2=3.86; raw_entry=open:107.2300; slippage_bps=1.0; decision_date=2024-06-20 00:00:00; filter_close=107.2000; filter_ma50=101.6814; filter_avg_value_10=97.92; filter_adr20=3.06; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,DECK,2024-06-21,164.7148,163.3333,1.3815,2024-06-21,163.317,same_day_stop_loss_red_candle,60,9882.89,-83.87,-0.008486,-1.0118,-2.7469,-0.0119,0,93.0,entry=rsi2_next_open; setup_rsi2=0.42; raw_entry=open:164.6983; slippage_bps=1.0; decision_date=2024-06-20 00:00:00; filter_close=164.9067; filter_ma50=153.4152; filter_avg_value_10=317.85; filter_adr20=2.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,NVAX,2024-06-20,13.6814,13.06,0.6214,2024-06-24,14.0186,hold_1d_open,728,9960.04,245.5,0.024649,0.5427,-0.6138,1.8807,2,99.0,entry=rsi2_next_open; setup_rsi2=3.64; raw_entry=open:13.6800; slippage_bps=1.0; decision_date=2024-06-18 00:00:00; filter_close=13.7900; filter_ma50=10.2424; filter_avg_value_10=353.14; filter_adr20=12.16; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,GERN,2024-06-20,4.4504,4.31,0.1404,2024-06-24,4.6495,hold_1d_open,2240,9969.0,445.96,0.044735,1.4176,-0.7864,1.7057,2,97.0,entry=rsi2_next_open; setup_rsi2=4.45; raw_entry=open:4.4500; slippage_bps=1.0; decision_date=2024-06-18 00:00:00; filter_close=4.4900; filter_ma50=3.8980; filter_avg_value_10=111.25; filter_adr20=6.45; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,AGIO,2024-06-20,42.5042,41.75,0.7542,2024-06-24,45.6154,hold_1d_open,234,9945.99,728.02,0.073197,4.1249,-0.9337,5.0855,2,97.0,entry=rsi2_next_open; setup_rsi2=2.88; raw_entry=open:42.5000; slippage_bps=1.0; decision_date=2024-06-18 00:00:00; filter_close=42.5600; filter_ma50=35.9374; filter_avg_value_10=38.78; filter_adr20=5.34; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,TNDM,2024-06-20,42.3642,41.65,0.7142,2024-06-24,41.6458,stop_loss,235,9955.6,-168.82,-0.016958,-1.0058,-4.6543,1.6742,2,94.0,entry=rsi2_next_open; setup_rsi2=0.14; raw_entry=open:42.3600; slippage_bps=1.0; decision_date=2024-06-18 00:00:00; filter_close=42.8300; filter_ma50=42.7880; filter_avg_value_10=55.45; filter_adr20=4.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,MRNA,2024-06-20,132.5532,131.52,1.0332,2024-06-24,134.5566,hold_1d_open,75,9941.49,150.25,0.015113,1.9388,-1.9872,4.8554,2,90.0,entry=rsi2_next_open; setup_rsi2=0.29; raw_entry=open:132.5400; slippage_bps=1.0; decision_date=2024-06-18 00:00:00; filter_close=133.2700; filter_ma50=128.9416; filter_avg_value_10=498.03; filter_adr20=6.27; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ANF,2024-06-24,174.5174,171.13,3.3874,2024-06-24,171.1129,same_day_stop_loss_red_candle,57,9947.49,-194.06,-0.019508,-1.0051,-1.5314,0.6561,0,98.0,entry=rsi2_next_open; setup_rsi2=2.30; raw_entry=open:174.5000; slippage_bps=1.0; decision_date=2024-06-21 00:00:00; filter_close=174.5000; filter_ma50=145.5836; filter_avg_value_10=260.77; filter_adr20=5.40; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ASPN,2024-06-24,25.7026,25.09,0.6126,2024-06-24,25.0875,same_day_stop_loss_red_candle,388,9972.6,-238.65,-0.023931,-1.0041,-1.7836,0.5508,0,98.0,entry=rsi2_next_open; setup_rsi2=3.66; raw_entry=open:25.7000; slippage_bps=1.0; decision_date=2024-06-21 00:00:00; filter_close=25.2800; filter_ma50=24.4262; filter_avg_value_10=38.73; filter_adr20=5.88; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,RDNT,2024-06-21,57.5858,57.23,0.3558,2024-06-25,57.2243,stop_loss,173,9962.34,-62.54,-0.006277,-1.0161,-4.9633,5.3245,2,93.0,entry=rsi2_next_open; setup_rsi2=2.30; raw_entry=open:57.5800; slippage_bps=1.0; decision_date=2024-06-20 00:00:00; filter_close=57.2800; filter_ma50=54.6064; filter_avg_value_10=37.64; filter_adr20=3.23; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,RDDT,2024-06-21,56.4056,55.47,0.9356,2024-06-25,56.5543,hold_1d_open,176,9927.39,26.17,0.002636,0.1589,-2.0902,5.5196,2,92.0,entry=rsi2_next_open; setup_rsi2=4.84; raw_entry=open:56.4000; slippage_bps=1.0; decision_date=2024-06-20 00:00:00; filter_close=57.4200; filter_ma50=52.5262; filter_avg_value_10=186.67; filter_adr20=7.34; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,WIX,2024-06-21,159.4259,155.738,3.6879,2024-06-25,155.7224,stop_loss,62,9884.41,-229.62,-0.02323,-1.0042,-1.0672,0.0336,2,91.0,entry=rsi2_next_open; setup_rsi2=0.61; raw_entry=open:159.4100; slippage_bps=1.0; decision_date=2024-06-20 00:00:00; filter_close=157.8900; filter_ma50=142.9772; filter_avg_value_10=104.37; filter_adr20=3.06; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,NTRA,2024-06-24,107.2907,106.05,1.2407,2024-06-26,111.3389,hold_1d_open,92,9870.75,372.43,0.037731,3.2627,-0.1537,4.1502,2,95.0,entry=rsi2_next_open; setup_rsi2=3.58; raw_entry=open:107.2800; slippage_bps=1.0; decision_date=2024-06-21 00:00:00; filter_close=107.1100; filter_ma50=101.8936; filter_avg_value_10=117.22; filter_adr20=3.10; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,DY,2024-06-24,167.0767,161.6,5.4767,2024-06-26,168.8331,hold_1d_open,59,9857.53,103.63,0.010513,0.3207,-0.4248,0.5995,2,94.0,entry=rsi2_next_open; setup_rsi2=4.23; raw_entry=open:167.0600; slippage_bps=1.0; decision_date=2024-06-21 00:00:00; filter_close=166.8300; filter_ma50=157.3594; filter_avg_value_10=47.28; filter_adr20=2.88; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,DECK,2024-06-24,163.3497,160.92,2.4297,2024-06-26,162.8937,hold_1d_open,61,9964.33,-27.81,-0.002791,-0.1877,-0.7469,0.8384,2,92.0,entry=rsi2_next_open; setup_rsi2=0.25; raw_entry=open:163.3333; slippage_bps=1.0; decision_date=2024-06-21 00:00:00; filter_close=163.3567; filter_ma50=153.9819; filter_avg_value_10=351.90; filter_adr20=2.63; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ASPN,2024-06-25,24.8525,24.61,0.2425,2024-06-26,24.6075,stop_loss,401,9965.85,-98.22,-0.009856,-1.0101,-2.5259,3.0827,1,98.0,entry=rsi2_next_open; setup_rsi2=2.79; raw_entry=open:24.8500; slippage_bps=1.0; decision_date=2024-06-24 00:00:00; filter_close=24.7100; filter_ma50=24.5846; filter_avg_value_10=39.53; filter_adr20=6.02; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,TEVA,2024-06-25,16.4916,16.46,0.0316,2024-06-26,16.4584,stop_loss,605,9977.45,-20.14,-0.002019,-1.052,-10.4787,3.1075,1,92.0,entry=rsi2_next_open; setup_rsi2=3.12; raw_entry=open:16.4900; slippage_bps=1.0; decision_date=2024-06-24 00:00:00; filter_close=16.4900; filter_ma50=15.5828; filter_avg_value_10=147.89; filter_adr20=2.74; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,CROX,2024-06-26,151.9552,150.67,1.2852,2024-06-26,150.6549,same_day_stop_loss_red_candle,65,9877.09,-84.52,-0.008557,-1.0117,-2.9374,2.2135,0,91.0,entry=rsi2_next_open; setup_rsi2=3.09; raw_entry=open:151.9400; slippage_bps=1.0; decision_date=2024-06-25 00:00:00; filter_close=151.1400; filter_ma50=141.1130; filter_avg_value_10=189.72; filter_adr20=3.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,AMSC,2024-06-25,23.2123,22.6,0.6123,2024-06-27,23.4177,hold_1d_open,429,9958.09,88.09,0.008846,0.3353,-0.7224,3.3278,2,99.0,entry=rsi2_next_open; setup_rsi2=4.81; raw_entry=open:23.2100; slippage_bps=1.0; decision_date=2024-06-24 00:00:00; filter_close=23.2100; filter_ma50=16.5754; filter_avg_value_10=30.94; filter_adr20=7.57; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ANF,2024-06-25,170.397,169.33,1.067,2024-06-27,171.9728,hold_1d_open,58,9883.03,91.39,0.009248,1.4768,-0.7376,5.8507,2,98.0,entry=rsi2_next_open; setup_rsi2=0.96; raw_entry=open:170.3800; slippage_bps=1.0; decision_date=2024-06-24 00:00:00; filter_close=169.9100; filter_ma50=146.6524; filter_avg_value_10=261.58; filter_adr20=5.41; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,JMIA,2024-06-25,7.0207,6.93,0.0907,2024-06-27,7.1993,hold_1d_open,1421,9976.42,253.76,0.025436,1.9688,-1.1102,11.7891,2,98.0,entry=rsi2_next_open; setup_rsi2=4.32; raw_entry=open:7.0200; slippage_bps=1.0; decision_date=2024-06-24 00:00:00; filter_close=7.0200; filter_ma50=6.2674; filter_avg_value_10=49.08; filter_adr20=10.18; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,GH,2024-06-25,29.0629,28.67,0.3929,2024-06-27,29.3971,hold_1d_open,343,9968.58,114.61,0.011498,0.8505,-0.8218,2.385,2,94.0,entry=rsi2_next_open; setup_rsi2=4.74; raw_entry=open:29.0600; slippage_bps=1.0; decision_date=2024-06-24 00:00:00; filter_close=29.0900; filter_ma50=23.5452; filter_avg_value_10=53.97; filter_adr20=5.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,P,2024-06-25,63.5564,62.027,1.5294,2024-06-27,62.7137,hold_1d_open,157,9978.35,-132.29,-0.013258,-0.551,-0.9098,1.4147,2,94.0,entry=rsi2_next_open; setup_rsi2=3.40; raw_entry=open:63.5500; slippage_bps=1.0; decision_date=2024-06-24 00:00:00; filter_close=62.8200; filter_ma50=58.2588; filter_avg_value_10=272.95; filter_adr20=4.10; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,RDDT,2024-06-25,56.5657,55.95,0.6157,2024-06-27,62.8277,hold_1d_open,176,9955.56,1102.12,0.110704,10.1713,-0.2366,13.2125,2,94.0,entry=rsi2_next_open; setup_rsi2=2.48; raw_entry=open:56.5600; slippage_bps=1.0; decision_date=2024-06-24 00:00:00; filter_close=56.4800; filter_ma50=53.0694; filter_avg_value_10=180.38; filter_adr20=7.09; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,NVAX,2024-06-27,13.2013,12.83,0.3713,2024-06-27,12.8287,same_day_stop_loss_red_candle,756,9980.2,-281.69,-0.028225,-1.0035,-1.1616,0.2927,0,99.0,entry=rsi2_next_open; setup_rsi2=2.39; raw_entry=open:13.2000; slippage_bps=1.0; decision_date=2024-06-26 00:00:00; filter_close=13.1100; filter_ma50=11.1986; filter_avg_value_10=169.41; filter_adr20=10.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,PRIM,2024-06-27,50.9422,50.0736,0.8686,2024-06-27,50.0686,same_day_stop_loss_red_candle,196,9984.68,-171.23,-0.017149,-1.0058,-1.1714,0.1313,0,90.0,entry=rsi2_next_open; setup_rsi2=4.65; raw_entry=open:50.9372; slippage_bps=1.0; decision_date=2024-06-26 00:00:00; filter_close=50.6295; filter_ma50=50.0175; filter_avg_value_10=34.41; filter_adr20=3.04; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,DECK,2024-06-26,162.9263,161.535,1.3913,2024-06-28,161.5189,stop_loss,61,9938.5,-85.85,-0.008639,-1.0116,-1.4384,3.2047,2,91.0,entry=rsi2_next_open; setup_rsi2=0.15; raw_entry=open:162.9100; slippage_bps=1.0; decision_date=2024-06-25 00:00:00; filter_close=162.5533; filter_ma50=155.0455; filter_avg_value_10=345.99; filter_adr20=2.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,TEVA,2024-06-27,16.5017,16.16,0.3417,2024-06-28,16.1584,stop_loss,605,9983.5,-207.68,-0.020802,-1.0047,-1.0,0.1708,1,92.0,entry=rsi2_next_open; setup_rsi2=2.37; raw_entry=open:16.5000; slippage_bps=1.0; decision_date=2024-06-26 00:00:00; filter_close=16.2500; filter_ma50=15.7072; filter_avg_value_10=148.70; filter_adr20=2.67; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,NVAX,2024-06-28,12.9313,12.77,0.1613,2024-06-28,12.7687,same_day_stop_loss_red_candle,771,9970.03,-125.34,-0.012572,-1.0079,-3.604,0.86,0,98.0,entry=rsi2_next_open; setup_rsi2=1.51; raw_entry=open:12.9300; slippage_bps=1.0; decision_date=2024-06-27 00:00:00; filter_close=12.8300; filter_ma50=11.3754; filter_avg_value_10=157.73; filter_adr20=10.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,GAP,2024-06-28,22.4075,22.1599,0.2476,2024-07-01,22.1577,stop_loss,445,9971.35,-111.18,-0.01115,-1.0089,-2.1815,1.4392,1,93.0,entry=rsi2_next_open; setup_rsi2=3.32; raw_entry=open:22.4053; slippage_bps=1.0; decision_date=2024-06-27 00:00:00; filter_close=22.6790; filter_ma50=21.7841; filter_avg_value_10=138.88; filter_adr20=4.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,GAP,2024-07-01,22.6624,22.3015,0.3609,2024-07-01,22.2992,same_day_stop_loss_red_candle,441,9994.1,-160.14,-0.016023,-1.0062,-2.2029,0.1245,0,91.0,entry=rsi2_next_open; setup_rsi2=2.30; raw_entry=open:22.6601; slippage_bps=1.0; decision_date=2024-06-28 00:00:00; filter_close=22.5469; filter_ma50=21.8349; filter_avg_value_10=131.15; filter_adr20=4.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,TLN,2024-06-28,109.5109,106.88,2.631,2024-07-02,116.4384,hold_1d_open,91,9965.5,630.39,0.063258,2.633,-1.2509,3.9488,2,95.0,entry=rsi2_next_open; setup_rsi2=3.66; raw_entry=open:109.5000; slippage_bps=1.0; decision_date=2024-06-27 00:00:00; filter_close=110.4500; filter_ma50=108.1539; filter_avg_value_10=64.34; filter_adr20=2.89; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,GERN,2024-07-01,4.2404,4.18,0.0604,2024-07-02,4.1796,stop_loss,2357,9994.68,-143.4,-0.014348,-1.0069,-1.331,4.1304,1,97.0,entry=rsi2_next_open; setup_rsi2=2.48; raw_entry=open:4.2400; slippage_bps=1.0; decision_date=2024-06-28 00:00:00; filter_close=4.2400; filter_ma50=4.0252; filter_avg_value_10=56.38; filter_adr20=6.41; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,IREN,2024-07-01,11.5912,11.21,0.3812,2024-07-03,13.9386,hold_1d_open,861,9979.99,2021.15,0.20252,6.1587,-0.1867,8.8122,2,99.0,entry=rsi2_next_open; setup_rsi2=4.93; raw_entry=open:11.5900; slippage_bps=1.0; decision_date=2024-06-28 00:00:00; filter_close=11.2900; filter_ma50=8.0946; filter_avg_value_10=212.43; filter_adr20=11.61; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,NVAX,2024-07-01,12.6713,12.35,0.3213,2024-07-03,12.9787,hold_1d_open,788,9984.96,242.26,0.024262,0.9569,-0.7199,3.3889,2,99.0,entry=rsi2_next_open; setup_rsi2=1.04; raw_entry=open:12.6700; slippage_bps=1.0; decision_date=2024-06-28 00:00:00; filter_close=12.6600; filter_ma50=11.5508; filter_avg_value_10=156.42; filter_adr20=10.63; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,SN,2024-07-01,75.3375,74.97,0.3675,2024-07-03,74.9625,stop_loss,132,9944.55,-49.5,-0.004978,-1.0204,-1.6802,7.5978,2,93.0,entry=rsi2_next_open; setup_rsi2=2.92; raw_entry=open:75.3300; slippage_bps=1.0; decision_date=2024-06-28 00:00:00; filter_close=75.1500; filter_ma50=72.4228; filter_avg_value_10=94.56; filter_adr20=3.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,INSM,2024-07-03,64.2964,63.88,0.4164,2024-07-03,63.8736,same_day_stop_loss_red_candle,155,9965.95,-65.54,-0.006576,-1.0153,-6.6672,0.9211,0,99.0,entry=rsi2_next_open; setup_rsi2=3.47; raw_entry=open:64.2900; slippage_bps=1.0; decision_date=2024-07-02 00:00:00; filter_close=64.5000; filter_ma50=43.4002; filter_avg_value_10=228.41; filter_adr20=4.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,SE,2024-07-02,68.5069,67.0,1.5069,2024-07-05,71.4929,hold_1d_open,146,10002.0,435.96,0.043587,1.9816,-0.4094,2.3779,3,93.0,entry=rsi2_next_open; setup_rsi2=2.83; raw_entry=open:68.5000; slippage_bps=1.0; decision_date=2024-07-01 00:00:00; filter_close=69.3900; filter_ma50=69.2648; filter_avg_value_10=452.11; filter_adr20=2.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,SRPT,2024-07-08,152.9953,150.98,2.0153,2024-07-08,150.9649,same_day_stop_loss_red_candle,65,9944.69,-131.98,-0.013271,-1.0075,-1.2531,0.9451,0,94.0,entry=rsi2_next_open; setup_rsi2=4.35; raw_entry=open:152.9800; slippage_bps=1.0; decision_date=2024-07-05 00:00:00; filter_close=151.7300; filter_ma50=132.5596; filter_avg_value_10=498.07; filter_adr20=4.05; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,INSM,2024-07-05,63.0663,61.52,1.5463,2024-07-09,70.043,hold_1d_open,158,9964.48,1102.32,0.110625,4.5118,-0.1464,5.3377,2,99.0,entry=rsi2_next_open; setup_rsi2=1.17; raw_entry=open:63.0600; slippage_bps=1.0; decision_date=2024-07-03 00:00:00; filter_close=62.0000; filter_ma50=44.1580; filter_avg_value_10=220.52; filter_adr20=4.74; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,SRPT,2024-07-09,151.2451,150.47,0.7751,2024-07-09,150.455,same_day_stop_loss_red_candle,66,9982.18,-52.15,-0.005224,-1.0194,-3.9157,1.4254,0,94.0,entry=rsi2_next_open; setup_rsi2=3.72; raw_entry=open:151.2300; slippage_bps=1.0; decision_date=2024-07-08 00:00:00; filter_close=151.4800; filter_ma50=133.1042; filter_avg_value_10=288.09; filter_adr20=4.09; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,WING,2024-07-09,404.4764,402.5048,1.9716,2024-07-09,402.4645,same_day_stop_loss_red_candle,24,9707.43,-48.28,-0.004974,-1.0204,-7.5905,2.4158,0,93.0,entry=rsi2_next_open; setup_rsi2=2.65; raw_entry=open:404.4359; slippage_bps=1.0; decision_date=2024-07-08 00:00:00; filter_close=402.6038; filter_ma50=392.4419; filter_avg_value_10=132.25; filter_adr20=3.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,CAVA,2024-07-10,89.959,89.16,0.799,2024-07-10,89.1511,same_day_stop_loss_red_candle,111,9985.45,-89.68,-0.008981,-1.0112,-8.0089,0.0513,0,97.0,entry=rsi2_next_open; setup_rsi2=3.32; raw_entry=open:89.9500; slippage_bps=1.0; decision_date=2024-07-09 00:00:00; filter_close=90.2400; filter_ma50=84.5798; filter_avg_value_10=227.13; filter_adr20=4.59; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,EAT,2024-07-10,66.3066,65.59,0.7166,2024-07-10,65.5834,same_day_stop_loss_red_candle,151,10012.3,-109.2,-0.010907,-1.0092,-4.1536,0.6047,0,93.0,entry=rsi2_next_open; setup_rsi2=1.43; raw_entry=open:66.3000; slippage_bps=1.0; decision_date=2024-07-09 00:00:00; filter_close=66.2200; filter_ma50=65.6144; filter_avg_value_10=103.96; filter_adr20=3.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ZIM,2024-07-09,11.3387,11.2771,0.0616,2024-07-11,11.1853,stop_loss,883,10012.05,-135.47,-0.013531,-2.4905,-10.865,14.3128,2,94.0,entry=rsi2_next_open; setup_rsi2=2.98; raw_entry=open:11.3375; slippage_bps=1.0; decision_date=2024-07-08 00:00:00; filter_close=11.3436; filter_ma50=11.2726; filter_avg_value_10=55.50; filter_adr20=5.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,SRPT,2024-07-10,151.0151,148.21,2.8051,2024-07-12,152.7847,hold_1d_open,66,9967.0,116.8,0.011718,0.6309,-0.8752,0.8003,2,93.0,entry=rsi2_next_open; setup_rsi2=1.52; raw_entry=open:151.0000; slippage_bps=1.0; decision_date=2024-07-09 00:00:00; filter_close=150.2500; filter_ma50=133.5614; filter_avg_value_10=242.85; filter_adr20=3.88; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,CAVA,2024-07-11,85.6986,83.56,2.1386,2024-07-12,83.5516,stop_loss,116,9941.03,-249.04,-0.025052,-1.0039,-1.0608,1.0621,1,95.0,entry=rsi2_next_open; setup_rsi2=1.09; raw_entry=open:85.6900; slippage_bps=1.0; decision_date=2024-07-10 00:00:00; filter_close=85.3000; filter_ma50=84.9026; filter_avg_value_10=259.51; filter_adr20=4.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,FORM,2024-07-12,60.186,59.61,0.576,2024-07-12,59.604,same_day_stop_loss_red_candle,166,9990.88,-96.61,-0.00967,-1.0103,-2.2847,1.5346,0,92.0,entry=rsi2_next_open; setup_rsi2=2.26; raw_entry=open:60.1800; slippage_bps=1.0; decision_date=2024-07-11 00:00:00; filter_close=59.7100; filter_ma50=56.8838; filter_avg_value_10=36.28; filter_adr20=3.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,FTAI,2024-07-11,94.3033,93.6161,0.6872,2024-07-15,97.7612,hold_1d_open,106,9996.15,366.54,0.036668,5.0321,-4.1161,9.4631,2,97.0,entry=rsi2_next_open; setup_rsi2=3.28; raw_entry=open:94.2939; slippage_bps=1.0; decision_date=2024-07-10 00:00:00; filter_close=93.9697; filter_ma50=84.9018; filter_avg_value_10=126.48; filter_adr20=4.74; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,TMDX,2024-07-11,140.064,137.33,2.734,2024-07-15,144.2956,hold_1d_open,71,9944.54,300.44,0.030212,1.5478,-2.1558,2.9027,2,96.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:140.0500; slippage_bps=1.0; decision_date=2024-07-10 00:00:00; filter_close=138.5300; filter_ma50=137.0651; filter_avg_value_10=89.45; filter_adr20=4.59; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ZETA,2024-07-11,16.8817,16.41,0.4717,2024-07-15,18.3682,hold_1d_open,593,10010.84,881.48,0.088053,3.1514,-0.1944,4.9361,2,94.0,entry=rsi2_next_open; setup_rsi2=2.86; raw_entry=open:16.8800; slippage_bps=1.0; decision_date=2024-07-10 00:00:00; filter_close=16.6100; filter_ma50=16.1824; filter_avg_value_10=52.15; filter_adr20=3.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,CRWD,2024-07-12,368.2368,367.5,0.7368,2024-07-15,367.4633,stop_loss,27,9942.39,-20.89,-0.002101,-1.0499,-5.4651,20.8096,1,90.0,entry=rsi2_next_open; setup_rsi2=3.82; raw_entry=open:368.2000; slippage_bps=1.0; decision_date=2024-07-11 00:00:00; filter_close=370.4300; filter_ma50=352.3857; filter_avg_value_10=1400.33; filter_adr20=2.95; rs_bucket=rs90_100
