strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_hold_1d_open,TBBK,2024-08-07,47.6548,46.78,0.8748,2024-08-07,46.7753,same_day_stop_loss_red_candle,208,9912.19,-182.92,-0.018455,-1.0053,-1.5716,0.3832,0,95.0,entry=rsi2_next_open; setup_rsi2=4.62; raw_entry=open:47.6500; slippage_bps=1.0; decision_date=2024-08-06 00:00:00; filter_close=46.9100; filter_ma50=40.0494; filter_avg_value_10=43.18; filter_adr20=5.23; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,AUR,2024-08-07,3.6004,3.5,0.1004,2024-08-07,3.4996,same_day_stop_loss_red_candle,2763,9947.79,-278.26,-0.027972,-1.0035,-3.491,1.491,0,94.0,entry=rsi2_next_open; setup_rsi2=3.10; raw_entry=open:3.6000; slippage_bps=1.0; decision_date=2024-08-06 00:00:00; filter_close=3.5200; filter_ma50=3.1291; filter_avg_value_10=52.76; filter_adr20=11.00; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,PRG,2024-08-07,39.4034,38.8061,0.5972,2024-08-07,38.8023,same_day_stop_loss_red_candle,252,9929.64,-151.48,-0.015255,-1.0065,-1.3583,0.254,0,91.0,entry=rsi2_next_open; setup_rsi2=3.49; raw_entry=open:39.3994; slippage_bps=1.0; decision_date=2024-08-06 00:00:00; filter_close=39.0006; filter_ma50=35.5314; filter_avg_value_10=36.41; filter_adr20=3.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,FTAI,2024-08-06,97.545,85.2083,12.3367,2024-08-08,101.4049,hold_1d_open,102,9949.59,393.71,0.03957,0.3129,-0.246,0.4616,2,97.0,entry=rsi2_next_open; setup_rsi2=3.42; raw_entry=open:97.5353; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=95.4529; filter_ma50=94.6642; filter_avg_value_10=176.79; filter_adr20=5.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,GRBK,2024-08-06,68.8969,65.12,3.7769,2024-08-08,68.0432,hold_1d_open,144,9921.15,-122.93,-0.012391,-0.226,-0.5684,0.6363,2,96.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:68.8900; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=69.1900; filter_ma50=61.0296; filter_avg_value_10=42.02; filter_adr20=4.45; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,MHO,2024-08-06,145.7346,139.53,6.2046,2024-08-08,142.8557,hold_1d_open,68,9909.95,-195.76,-0.019754,-0.464,-0.9855,0.7922,2,94.0,entry=rsi2_next_open; setup_rsi2=2.03; raw_entry=open:145.7200; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=146.5000; filter_ma50=133.1352; filter_avg_value_10=52.95; filter_adr20=4.80; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,DHI,2024-08-06,170.1071,163.6997,6.4074,2024-08-08,167.4368,hold_1d_open,58,9866.21,-154.88,-0.015698,-0.4168,-0.7553,0.6352,2,94.0,entry=rsi2_next_open; setup_rsi2=4.92; raw_entry=open:170.0901; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=170.2763; filter_ma50=148.6067; filter_avg_value_10=485.58; filter_adr20=3.50; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,AX,2024-08-06,64.8665,62.38,2.4865,2024-08-08,65.9534,hold_1d_open,153,9924.57,166.3,0.016756,0.4371,-0.3726,0.6288,2,94.0,entry=rsi2_next_open; setup_rsi2=2.16; raw_entry=open:64.8600; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=65.0100; filter_ma50=60.4042; filter_avg_value_10=67.59; filter_adr20=4.33; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,BKU,2024-08-06,32.5139,31.3475,1.1664,2024-08-08,32.7438,hold_1d_open,306,9949.25,70.34,0.00707,0.1971,-0.4487,0.5485,2,94.0,entry=rsi2_next_open; setup_rsi2=2.35; raw_entry=open:32.5106; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=32.5768; filter_ma50=29.2943; filter_avg_value_10=31.67; filter_adr20=4.33; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,RVMD,2024-08-06,43.0043,41.01,1.9943,2024-08-08,40.096,stop_loss,231,9933.99,-671.82,-0.067628,-1.4583,-1.5064,0.6397,2,94.0,entry=rsi2_next_open; setup_rsi2=3.21; raw_entry=open:43.0000; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=42.4800; filter_ma50=41.3666; filter_avg_value_10=59.71; filter_adr20=4.90; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,JLL,2024-08-06,228.1028,224.02,4.0828,2024-08-08,232.7067,hold_1d_open,43,9808.42,197.97,0.020183,1.1276,-2.3888,3.1124,2,93.0,entry=rsi2_next_open; setup_rsi2=4.60; raw_entry=open:228.0800; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=231.9900; filter_ma50=214.8764; filter_avg_value_10=102.33; filter_adr20=3.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,KBH,2024-08-06,75.421,71.2502,4.1708,2024-08-08,76.3886,hold_1d_open,132,9955.57,127.73,0.01283,0.232,-0.1968,1.0103,2,93.0,entry=rsi2_next_open; setup_rsi2=3.64; raw_entry=open:75.4134; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=75.6168; filter_ma50=70.8276; filter_avg_value_10=109.50; filter_adr20=3.99; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,SLG,2024-08-06,54.7607,52.6146,2.1461,2024-08-08,57.1289,hold_1d_open,182,9966.44,431.03,0.043248,1.1035,-0.0967,1.881,2,92.0,entry=rsi2_next_open; setup_rsi2=2.78; raw_entry=open:54.7552; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=54.5806; filter_ma50=52.6037; filter_avg_value_10=63.94; filter_adr20=4.33; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,CRNX,2024-08-06,49.825,45.451,4.374,2024-08-08,49.1451,hold_1d_open,200,9965.0,-135.98,-0.013646,-0.1554,-0.3944,0.2686,2,92.0,entry=rsi2_next_open; setup_rsi2=3.54; raw_entry=open:49.8200; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=49.1400; filter_ma50=48.3728; filter_avg_value_10=32.81; filter_adr20=4.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,LPX,2024-08-06,89.5402,85.8748,3.6655,2024-08-08,91.3066,hold_1d_open,111,9938.97,196.06,0.019726,0.4819,-0.2552,2.6763,2,92.0,entry=rsi2_next_open; setup_rsi2=3.92; raw_entry=open:89.5313; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=89.5215; filter_ma50=86.8381; filter_avg_value_10=67.95; filter_adr20=3.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,GWRE,2024-08-06,141.4541,132.01,9.4442,2024-08-08,143.0357,hold_1d_open,70,9901.79,110.71,0.011181,0.1675,-0.2122,0.457,2,91.0,entry=rsi2_next_open; setup_rsi2=2.85; raw_entry=open:141.4400; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=140.0100; filter_ma50=135.4818; filter_avg_value_10=120.43; filter_adr20=2.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,COLB,2024-08-06,21.1065,20.167,0.9395,2024-08-08,21.2751,hold_1d_open,472,9962.25,79.61,0.007991,0.1795,-0.2154,0.6855,2,91.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:21.1044; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=21.1135; filter_ma50=18.9375; filter_avg_value_10=63.97; filter_adr20=4.16; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,TOL,2024-08-06,125.6047,121.3311,4.2736,2024-08-08,124.4948,hold_1d_open,79,9922.78,-87.69,-0.008837,-0.2597,-0.8015,1.2111,2,91.0,entry=rsi2_next_open; setup_rsi2=2.74; raw_entry=open:125.5922; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=126.3615; filter_ma50=120.8935; filter_avg_value_10=196.75; filter_adr20=3.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,PIPR,2024-08-06,57.6068,53.2833,4.3235,2024-08-08,58.8907,hold_1d_open,173,9965.98,222.12,0.022288,0.297,-0.1603,0.8328,2,91.0,entry=rsi2_next_open; setup_rsi2=2.27; raw_entry=open:57.6010; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=57.1101; filter_ma50=55.4409; filter_avg_value_10=53.07; filter_adr20=3.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,HALO,2024-08-06,52.2452,51.46,0.7852,2024-08-08,54.2546,hold_1d_open,190,9926.59,381.78,0.03846,2.5589,-0.567,4.7818,2,91.0,entry=rsi2_next_open; setup_rsi2=1.02; raw_entry=open:52.2400; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=52.1100; filter_ma50=51.1588; filter_avg_value_10=63.13; filter_adr20=2.98; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,MYGN,2024-08-06,25.8026,24.92,0.8826,2024-08-08,26.6673,hold_1d_open,386,9959.8,333.79,0.033514,0.9798,-0.3995,3.4982,2,91.0,entry=rsi2_next_open; setup_rsi2=3.62; raw_entry=open:25.8000; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=25.8400; filter_ma50=24.9098; filter_avg_value_10=26.06; filter_adr20=3.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,PHM,2024-08-06,120.4965,116.8732,3.6233,2024-08-08,119.772,hold_1d_open,82,9880.72,-59.41,-0.006013,-0.2,-0.6024,1.3691,2,90.0,entry=rsi2_next_open; setup_rsi2=3.37; raw_entry=open:120.4845; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=121.7178; filter_ma50=114.6255; filter_avg_value_10=315.06; filter_adr20=3.43; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,GLNG,2024-08-06,29.9441,27.9737,1.9704,2024-08-08,30.6352,hold_1d_open,333,9971.38,230.15,0.023081,0.3508,-0.0742,0.711,2,90.0,entry=rsi2_next_open; setup_rsi2=1.69; raw_entry=open:29.9411; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=29.9888; filter_ma50=29.4835; filter_avg_value_10=49.70; filter_adr20=3.05; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,EVR,2024-08-06,218.468,208.2781,10.1899,2024-08-08,222.0679,hold_1d_open,45,9831.06,162.0,0.016478,0.3533,-0.2127,1.1072,2,90.0,entry=rsi2_next_open; setup_rsi2=4.46; raw_entry=open:218.4461; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=217.5547; filter_ma50=210.8311; filter_avg_value_10=125.98; filter_adr20=3.20; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,FFIN,2024-08-06,33.119,31.8253,1.2937,2024-08-08,33.4108,hold_1d_open,301,9968.81,87.85,0.008813,0.2256,-0.2929,0.6525,2,90.0,entry=rsi2_next_open; setup_rsi2=2.49; raw_entry=open:33.1157; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=33.2216; filter_ma50=30.1774; filter_avg_value_10=28.31; filter_adr20=3.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,PRG,2024-08-08,39.0629,38.5922,0.4707,2024-08-09,38.5883,stop_loss,255,9961.04,-121.02,-0.01215,-1.0082,-1.0827,1.252,1,92.0,entry=rsi2_next_open; setup_rsi2=3.12; raw_entry=open:39.0590; slippage_bps=1.0; decision_date=2024-08-07 00:00:00; filter_close=38.8742; filter_ma50=35.6184; filter_avg_value_10=28.94; filter_adr20=3.79; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,MHK,2024-08-08,144.7145,143.27,1.4445,2024-08-12,143.2557,stop_loss,68,9840.58,-99.2,-0.01008,-1.0099,-1.4085,1.9907,2,96.0,entry=rsi2_next_open; setup_rsi2=2.33; raw_entry=open:144.7000; slippage_bps=1.0; decision_date=2024-08-07 00:00:00; filter_close=143.4400; filter_ma50=124.1520; filter_avg_value_10=198.07; filter_adr20=3.96; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,TBBK,2024-08-08,47.2847,46.28,1.0047,2024-08-12,46.2754,stop_loss,210,9929.79,-211.96,-0.021346,-1.0046,-1.3384,1.11,2,95.0,entry=rsi2_next_open; setup_rsi2=3.20; raw_entry=open:47.2800; slippage_bps=1.0; decision_date=2024-08-07 00:00:00; filter_close=46.5300; filter_ma50=40.3230; filter_avg_value_10=40.31; filter_adr20=5.20; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,AX,2024-08-08,65.9666,64.17,1.7966,2024-08-12,63.6336,stop_loss,151,9960.96,-352.28,-0.035366,-1.2985,-2.1466,0.0186,2,93.0,entry=rsi2_next_open; setup_rsi2=1.66; raw_entry=open:65.9600; slippage_bps=1.0; decision_date=2024-08-07 00:00:00; filter_close=64.6200; filter_ma50=60.7002; filter_avg_value_10=62.06; filter_adr20=4.40; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,BKU,2024-08-08,32.7503,31.9905,0.7598,2024-08-12,33.2449,hold_1d_open,304,9956.1,150.35,0.015102,0.651,-0.7262,1.4146,2,93.0,entry=rsi2_next_open; setup_rsi2=1.62; raw_entry=open:32.7470; slippage_bps=1.0; decision_date=2024-08-07 00:00:00; filter_close=32.2459; filter_ma50=29.5244; filter_avg_value_10=28.91; filter_adr20=4.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,DHI,2024-08-08,167.4703,165.2679,2.2024,2024-08-12,168.995,hold_1d_open,59,9880.75,89.96,0.009105,0.6923,-0.8309,2.1151,2,92.0,entry=rsi2_next_open; setup_rsi2=1.05; raw_entry=open:167.4536; slippage_bps=1.0; decision_date=2024-08-07 00:00:00; filter_close=165.6403; filter_ma50=149.6982; filter_avg_value_10=469.34; filter_adr20=3.74; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,MHO,2024-08-08,142.8843,139.62,3.2643,2024-08-12,144.4556,hold_1d_open,69,9859.02,108.42,0.010997,0.4814,-0.709,0.9974,2,90.0,entry=rsi2_next_open; setup_rsi2=2.11; raw_entry=open:142.8700; slippage_bps=1.0; decision_date=2024-08-07 00:00:00; filter_close=140.1700; filter_ma50=133.9256; filter_avg_value_10=54.10; filter_adr20=5.19; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,PLTR,2024-08-28,30.6231,30.38,0.2431,2024-08-28,30.377,same_day_stop_loss_red_candle,325,9952.5,-79.98,-0.008036,-1.0125,-3.5919,0.7279,0,94.0,entry=rsi2_next_open; setup_rsi2=4.92; raw_entry=open:30.6200; slippage_bps=1.0; decision_date=2024-08-27 00:00:00; filter_close=30.8400; filter_ma50=27.8470; filter_avg_value_10=1353.17; filter_adr20=5.04; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,AXON,2024-08-27,360.526,358.1,2.426,2024-08-29,363.9936,hold_1d_open,27,9734.2,93.62,0.009618,1.4293,-1.103,3.4352,2,90.0,entry=rsi2_next_open; setup_rsi2=2.50; raw_entry=open:360.4900; slippage_bps=1.0; decision_date=2024-08-26 00:00:00; filter_close=360.4900; filter_ma50=319.4792; filter_avg_value_10=169.74; filter_adr20=3.38; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,SERV,2024-08-30,8.9809,8.8,0.1809,2024-08-30,8.7991,same_day_stop_loss_red_candle,1109,9959.82,-201.59,-0.02024,-1.0049,-4.759,1.2112,0,99.0,entry=rsi2_next_open; setup_rsi2=1.45; raw_entry=open:8.9800; slippage_bps=1.0; decision_date=2024-08-29 00:00:00; filter_close=8.9800; filter_ma50=8.0857; filter_avg_value_10=58.43; filter_adr20=17.51; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,CLOV,2024-08-30,2.8103,2.79,0.0203,2024-08-30,2.7897,same_day_stop_loss_red_candle,3544,9959.64,-72.86,-0.007316,-1.0138,-13.3268,0.9723,0,99.0,entry=rsi2_next_open; setup_rsi2=2.22; raw_entry=open:2.8100; slippage_bps=1.0; decision_date=2024-08-29 00:00:00; filter_close=2.8200; filter_ma50=1.9237; filter_avg_value_10=45.68; filter_adr20=13.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,SE,2024-08-30,79.0279,76.82,2.2079,2024-08-30,76.8123,same_day_stop_loss_red_candle,126,9957.52,-279.16,-0.028035,-1.0035,-1.0861,0.3135,0,94.0,entry=rsi2_next_open; setup_rsi2=1.85; raw_entry=open:79.0200; slippage_bps=1.0; decision_date=2024-08-29 00:00:00; filter_close=77.5200; filter_ma50=71.9026; filter_avg_value_10=420.31; filter_adr20=3.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,PLTR,2024-08-29,30.6531,29.75,0.9031,2024-09-03,31.3469,hold_1d_open,324,9931.59,224.79,0.022634,0.7683,-0.5405,1.2922,3,94.0,entry=rsi2_next_open; setup_rsi2=1.94; raw_entry=open:30.6500; slippage_bps=1.0; decision_date=2024-08-28 00:00:00; filter_close=30.3600; filter_ma50=27.9538; filter_avg_value_10=1301.63; filter_adr20=5.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,SERV,2024-09-03,8.2108,8.12,0.0908,2024-09-03,8.1192,same_day_stop_loss_red_candle,1212,9951.52,-111.06,-0.01116,-1.0089,-12.2309,1.2021,0,99.0,entry=rsi2_next_open; setup_rsi2=0.54; raw_entry=open:8.2100; slippage_bps=1.0; decision_date=2024-08-30 00:00:00; filter_close=8.4950; filter_ma50=8.2184; filter_avg_value_10=52.95; filter_adr20=16.83; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,CLOV,2024-09-03,2.5903,2.54,0.0503,2024-09-03,2.5397,same_day_stop_loss_red_candle,3843,9954.37,-194.12,-0.019501,-1.0051,-2.6912,0.9897,0,99.0,entry=rsi2_next_open; setup_rsi2=1.11; raw_entry=open:2.5900; slippage_bps=1.0; decision_date=2024-08-30 00:00:00; filter_close=2.6300; filter_ma50=1.9557; filter_avg_value_10=46.85; filter_adr20=13.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,TPL,2024-09-04,269.4688,268.3476,1.1212,2024-09-04,268.3208,same_day_stop_loss_red_candle,36,9700.88,-41.33,-0.00426,-1.0239,-4.6798,3.0425,0,90.0,entry=rsi2_next_open; setup_rsi2=4.34; raw_entry=open:269.4418; slippage_bps=1.0; decision_date=2024-09-03 00:00:00; filter_close=269.4418; filter_ma50=264.7342; filter_avg_value_10=67.16; filter_adr20=2.87; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ASPN,2024-09-04,26.1126,25.63,0.4826,2024-09-05,25.6274,stop_loss,381,9948.91,-184.85,-0.01858,-1.0053,-1.5595,2.6261,1,96.0,entry=rsi2_next_open; setup_rsi2=2.83; raw_entry=open:26.1100; slippage_bps=1.0; decision_date=2024-09-03 00:00:00; filter_close=26.3100; filter_ma50=24.6804; filter_avg_value_10=51.22; filter_adr20=8.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,SG,2024-09-04,30.193,29.1,1.093,2024-09-05,29.0971,stop_loss,329,9933.5,-360.56,-0.036297,-1.0027,-2.4272,1.4611,1,94.0,entry=rsi2_next_open; setup_rsi2=1.74; raw_entry=open:30.1900; slippage_bps=1.0; decision_date=2024-09-03 00:00:00; filter_close=29.2700; filter_ma50=29.0802; filter_avg_value_10=110.61; filter_adr20=6.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,UPST,2024-09-05,36.4436,36.0,0.4436,2024-09-05,35.9964,same_day_stop_loss_red_candle,272,9912.67,-121.65,-0.012272,-1.0081,-2.1676,3.0348,0,96.0,entry=rsi2_next_open; setup_rsi2=3.67; raw_entry=open:36.4400; slippage_bps=1.0; decision_date=2024-09-04 00:00:00; filter_close=36.3300; filter_ma50=30.8989; filter_avg_value_10=266.71; filter_adr20=9.09; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,TGTX,2024-09-05,21.9722,21.74,0.2322,2024-09-05,21.7378,same_day_stop_loss_red_candle,452,9931.43,-105.94,-0.010667,-1.0094,-3.0672,1.3256,0,94.0,entry=rsi2_next_open; setup_rsi2=3.62; raw_entry=open:21.9700; slippage_bps=1.0; decision_date=2024-09-04 00:00:00; filter_close=22.0800; filter_ma50=20.8811; filter_avg_value_10=61.53; filter_adr20=6.08; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,CLOV,2024-09-04,2.7203,2.455,0.2653,2024-09-06,2.4548,stop_loss,3658,9950.76,-971.26,-0.097607,-1.0009,-1.0,0.9979,2,99.0,entry=rsi2_next_open; setup_rsi2=0.66; raw_entry=open:2.7200; slippage_bps=1.0; decision_date=2024-09-03 00:00:00; filter_close=2.5000; filter_ma50=1.9807; filter_avg_value_10=40.74; filter_adr20=12.40; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,CVNA,2024-09-06,28.3028,27.828,0.4748,2024-09-06,27.8252,same_day_stop_loss_red_candle,351,9934.29,-167.64,-0.016875,-1.0059,-3.9568,0.5896,0,96.0,entry=rsi2_next_open; setup_rsi2=3.80; raw_entry=open:28.3000; slippage_bps=1.0; decision_date=2024-09-05 00:00:00; filter_close=28.2280; filter_ma50=27.6572; filter_avg_value_10=345.82; filter_adr20=4.43; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,UPST,2024-09-06,36.2936,35.482,0.8116,2024-09-06,35.4785,same_day_stop_loss_red_candle,273,9908.16,-222.54,-0.022461,-1.0044,-3.1093,0.6793,0,95.0,entry=rsi2_next_open; setup_rsi2=2.88; raw_entry=open:36.2900; slippage_bps=1.0; decision_date=2024-09-05 00:00:00; filter_close=35.7200; filter_ma50=31.1621; filter_avg_value_10=256.43; filter_adr20=8.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,BFH,2024-09-09,54.6618,54.2647,0.3971,2024-09-09,54.2593,same_day_stop_loss_red_candle,181,9893.79,-72.85,-0.007363,-1.0137,-8.3474,1.0711,0,95.0,entry=rsi2_next_open; setup_rsi2=3.13; raw_entry=open:54.6563; slippage_bps=1.0; decision_date=2024-09-06 00:00:00; filter_close=54.3528; filter_ma50=49.9424; filter_avg_value_10=42.93; filter_adr20=2.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,IOVA,2024-09-09,10.151,9.68,0.471,2024-09-09,9.679,same_day_stop_loss_red_candle,978,9927.69,-461.6,-0.046496,-1.0021,-1.4883,0.0191,0,90.0,entry=rsi2_next_open; setup_rsi2=2.96; raw_entry=open:10.1500; slippage_bps=1.0; decision_date=2024-09-06 00:00:00; filter_close=10.0100; filter_ma50=9.3366; filter_avg_value_10=59.81; filter_adr20=6.67; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,BFH,2024-09-10,51.5679,51.3474,0.2205,2024-09-10,51.3423,same_day_stop_loss_red_candle,192,9901.04,-43.33,-0.004376,-1.0233,-24.084,0.3318,0,94.0,entry=rsi2_next_open; setup_rsi2=1.03; raw_entry=open:51.5628; slippage_bps=1.0; decision_date=2024-09-09 00:00:00; filter_close=52.7767; filter_ma50=50.1597; filter_avg_value_10=51.71; filter_adr20=3.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ONON,2024-09-09,44.9945,43.32,1.6745,2024-09-11,44.9955,hold_1d_open,220,9898.79,0.22,2.2e-05,0.0006,-0.9642,1.0006,2,93.0,entry=rsi2_next_open; setup_rsi2=4.23; raw_entry=open:44.9900; slippage_bps=1.0; decision_date=2024-09-06 00:00:00; filter_close=44.4400; filter_ma50=40.7196; filter_avg_value_10=269.64; filter_adr20=4.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,CVLT,2024-09-09,140.7141,139.43,1.2841,2024-09-11,142.5058,hold_1d_open,70,9849.98,125.42,0.012733,1.3953,-0.6184,4.833,2,91.0,entry=rsi2_next_open; setup_rsi2=2.48; raw_entry=open:140.7000; slippage_bps=1.0; decision_date=2024-09-06 00:00:00; filter_close=139.5300; filter_ma50=137.1470; filter_avg_value_10=45.04; filter_adr20=2.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,THC,2024-09-10,153.8554,151.58,2.2754,2024-09-12,157.2343,hold_1d_open,64,9846.74,216.25,0.021961,1.485,-0.6704,3.2279,2,94.0,entry=rsi2_next_open; setup_rsi2=2.65; raw_entry=open:153.8400; slippage_bps=1.0; decision_date=2024-09-09 00:00:00; filter_close=153.2200; filter_ma50=147.3616; filter_avg_value_10=165.83; filter_adr20=2.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,GRBK,2024-09-11,72.4272,72.25,0.1772,2024-09-13,77.1023,hold_1d_open,137,9922.53,640.48,0.064548,26.3769,-6.6421,40.8641,2,92.0,entry=rsi2_next_open; setup_rsi2=1.73; raw_entry=open:72.4200; slippage_bps=1.0; decision_date=2024-09-10 00:00:00; filter_close=73.1600; filter_ma50=69.9222; filter_avg_value_10=25.03; filter_adr20=2.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,RKT,2024-09-12,17.7545,17.3458,0.4087,2024-09-16,18.754,hold_1d_open,559,9924.78,558.69,0.056292,2.4455,-0.8842,3.9783,2,94.0,entry=rsi2_next_open; setup_rsi2=3.13; raw_entry=open:17.7528; slippage_bps=1.0; decision_date=2024-09-11 00:00:00; filter_close=17.4689; filter_ma50=16.2218; filter_avg_value_10=60.03; filter_adr20=3.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,TRUP,2024-09-20,43.1243,41.58,1.5443,2024-09-23,41.5758,stop_loss,230,9918.59,-356.15,-0.035907,-1.0027,-1.0065,0.9879,1,91.0,entry=rsi2_next_open; setup_rsi2=4.82; raw_entry=open:43.1200; slippage_bps=1.0; decision_date=2024-09-19 00:00:00; filter_close=42.0000; filter_ma50=40.0200; filter_avg_value_10=27.68; filter_adr20=5.77; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,CNK,2024-09-24,26.9786,26.9464,0.0322,2024-09-25,26.9437,stop_loss,368,9928.13,-12.86,-0.001295,-1.0836,-19.6326,11.8289,1,93.0,entry=rsi2_next_open; setup_rsi2=2.59; raw_entry=open:26.9759; slippage_bps=1.0; decision_date=2024-09-23 00:00:00; filter_close=27.2024; filter_ma50=25.5017; filter_avg_value_10=66.29; filter_adr20=2.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,TGTX,2024-09-24,23.2523,23.22,0.0323,2024-09-25,23.2177,stop_loss,427,9928.74,-14.79,-0.00149,-1.0718,-17.705,11.3741,1,90.0,entry=rsi2_next_open; setup_rsi2=4.89; raw_entry=open:23.2500; slippage_bps=1.0; decision_date=2024-09-23 00:00:00; filter_close=23.2500; filter_ma50=22.0751; filter_avg_value_10=161.95; filter_adr20=5.95; rs_bucket=rs90_100
