strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_hold_4d_close,PRIM,2024-06-27,50.9422,,,2024-07-03,48.7264,hold_4d_close,1962,99948.69,-4347.47,-0.043497,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=4.65; raw_entry=open:50.9372; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-26 00:00:00; filter_close=50.6295; filter_ma50=50.0175; filter_avg_value_10=34.41; filter_adr20=3.04; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,TLN,2024-06-28,109.5109,,,2024-07-05,118.9781,hold_4d_close,893,97793.28,8454.16,0.086449,,,,5,95.0,entry=rsi2_next_open; setup_rsi2=3.66; raw_entry=open:109.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-27 00:00:00; filter_close=110.4500; filter_ma50=108.1539; filter_avg_value_10=64.34; filter_adr20=2.89; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,GAP,2024-06-28,22.4075,,,2024-07-05,21.9595,hold_4d_close,4372,97965.7,-1958.71,-0.019994,,,,5,93.0,entry=rsi2_next_open; setup_rsi2=3.32; raw_entry=open:22.4053; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-27 00:00:00; filter_close=22.6790; filter_ma50=21.7841; filter_avg_value_10=138.88; filter_adr20=4.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,IREN,2024-07-01,11.5912,,,2024-07-05,15.0285,hold_4d_close,8469,98165.53,29110.81,0.296548,,,,4,99.0,entry=rsi2_next_open; setup_rsi2=4.93; raw_entry=open:11.5900; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-28 00:00:00; filter_close=11.2900; filter_ma50=8.0946; filter_avg_value_10=212.43; filter_adr20=11.61; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,GERN,2024-07-01,4.2404,,,2024-07-05,4.5295,hold_4d_close,23356,99039.34,6752.77,0.068183,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=2.48; raw_entry=open:4.2400; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-28 00:00:00; filter_close=4.2400; filter_ma50=4.0252; filter_avg_value_10=56.38; filter_adr20=6.41; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,SN,2024-07-01,75.3375,,,2024-07-05,73.9226,hold_4d_close,1317,99219.53,-1863.46,-0.018781,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=2.92; raw_entry=open:75.3300; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-28 00:00:00; filter_close=75.1500; filter_ma50=72.4228; filter_avg_value_10=94.56; filter_adr20=3.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,SE,2024-07-02,68.5069,,,2024-07-08,72.9527,hold_4d_close,1466,100431.04,6517.62,0.064896,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=2.83; raw_entry=open:68.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-01 00:00:00; filter_close=69.3900; filter_ma50=69.2648; filter_avg_value_10=452.11; filter_adr20=2.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,INSM,2024-07-03,64.2964,,,2024-07-09,70.263,hold_4d_close,1586,101974.14,9462.93,0.092797,,,,4,99.0,entry=rsi2_next_open; setup_rsi2=3.47; raw_entry=open:64.2900; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-02 00:00:00; filter_close=64.5000; filter_ma50=43.4002; filter_avg_value_10=228.41; filter_adr20=4.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,OLLI,2024-07-05,96.2596,,,2024-07-11,101.0399,hold_4d_close,1074,103382.84,5134.01,0.04966,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=4.73; raw_entry=open:96.2500; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-03 00:00:00; filter_close=96.9200; filter_ma50=82.9849; filter_avg_value_10=110.07; filter_adr20=3.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,CHWY,2024-07-05,23.9224,,,2024-07-11,26.4674,hold_4d_close,4334,103679.65,11029.86,0.106384,,,,4,91.0,entry=rsi2_next_open; setup_rsi2=3.43; raw_entry=open:23.9200; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-03 00:00:00; filter_close=24.1000; filter_ma50=20.1498; filter_avg_value_10=730.53; filter_adr20=9.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,SRPT,2024-07-08,152.9953,,,2024-07-12,152.0948,hold_4d_close,682,104342.79,-614.14,-0.005886,,,,4,94.0,entry=rsi2_next_open; setup_rsi2=4.35; raw_entry=open:152.9800; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-05 00:00:00; filter_close=151.7300; filter_ma50=132.5596; filter_avg_value_10=498.07; filter_adr20=4.05; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,ZIM,2024-07-09,11.3387,,,2024-07-15,10.9495,hold_4d_close,9176,104043.69,-3571.45,-0.034326,,,,4,94.0,entry=rsi2_next_open; setup_rsi2=2.98; raw_entry=open:11.3375; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-08 00:00:00; filter_close=11.3436; filter_ma50=11.2726; filter_avg_value_10=55.50; filter_adr20=5.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,WING,2024-07-09,404.4764,,,2024-07-15,382.4507,hold_4d_close,258,104354.91,-5682.63,-0.054455,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=2.65; raw_entry=open:404.4359; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-08 00:00:00; filter_close=402.6038; filter_ma50=392.4419; filter_avg_value_10=132.25; filter_adr20=3.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,CAVA,2024-07-10,89.959,,,2024-07-16,87.4913,hold_4d_close,1158,104172.51,-2857.65,-0.027432,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=3.32; raw_entry=open:89.9500; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-09 00:00:00; filter_close=90.2400; filter_ma50=84.5798; filter_avg_value_10=227.13; filter_adr20=4.59; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,EAT,2024-07-10,66.3066,,,2024-07-16,65.2135,hold_4d_close,1563,103637.27,-1708.6,-0.016486,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=1.43; raw_entry=open:66.3000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-09 00:00:00; filter_close=66.2200; filter_ma50=65.6144; filter_avg_value_10=103.96; filter_adr20=3.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,FTAI,2024-07-11,94.3033,,,2024-07-17,100.9531,hold_4d_close,1095,103262.14,7281.52,0.070515,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=3.28; raw_entry=open:94.2939; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-10 00:00:00; filter_close=93.9697; filter_ma50=84.9018; filter_avg_value_10=126.48; filter_adr20=4.74; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,TMDX,2024-07-11,140.064,,,2024-07-17,149.2151,hold_4d_close,738,103367.24,6753.49,0.065335,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:140.0500; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-10 00:00:00; filter_close=138.5300; filter_ma50=137.0651; filter_avg_value_10=89.45; filter_adr20=4.59; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,ZETA,2024-07-11,16.8817,,,2024-07-17,20.268,hold_4d_close,6141,103670.44,20795.18,0.200589,,,,4,94.0,entry=rsi2_next_open; setup_rsi2=2.86; raw_entry=open:16.8800; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-10 00:00:00; filter_close=16.6100; filter_ma50=16.1824; filter_avg_value_10=52.15; filter_adr20=3.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,APP,2024-07-12,82.2282,,,2024-07-18,80.9219,hold_4d_close,1255,103196.42,-1639.43,-0.015886,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=4.08; raw_entry=open:82.2200; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-11 00:00:00; filter_close=82.0100; filter_ma50=80.9566; filter_avg_value_10=332.03; filter_adr20=4.39; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,FORM,2024-07-12,60.186,,,2024-07-18,56.4943,hold_4d_close,1720,103519.95,-6349.67,-0.061338,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=2.26; raw_entry=open:60.1800; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-11 00:00:00; filter_close=59.7100; filter_ma50=56.8838; filter_avg_value_10=36.28; filter_adr20=3.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,CRWD,2024-07-12,368.2368,,,2024-07-18,343.0157,hold_4d_close,280,103106.31,-7061.92,-0.068492,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=3.82; raw_entry=open:368.2000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-11 00:00:00; filter_close=370.4300; filter_ma50=352.3857; filter_avg_value_10=1400.33; filter_adr20=2.95; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,VITL,2024-07-16,43.4143,,,2024-07-22,38.9961,hold_4d_close,2506,108796.34,-11072.11,-0.101769,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=4.73; raw_entry=open:43.4100; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-15 00:00:00; filter_close=42.6800; filter_ma50=40.6620; filter_avg_value_10=33.10; filter_adr20=4.54; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,ANF,2024-07-16,170.137,,,2024-07-22,158.4042,hold_4d_close,638,108547.41,-7485.56,-0.068961,,,,4,95.0,entry=rsi2_next_open; setup_rsi2=3.83; raw_entry=open:170.1200; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-15 00:00:00; filter_close=167.3300; filter_ma50=163.3382; filter_avg_value_10=232.27; filter_adr20=4.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,ALNY,2024-07-18,240.6741,,,2024-07-24,236.4563,hold_4d_close,432,103971.19,-1822.05,-0.017525,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=2.40; raw_entry=open:240.6500; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-17 00:00:00; filter_close=240.0200; filter_ma50=185.0170; filter_avg_value_10=238.59; filter_adr20=3.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,NVDA,2024-07-18,121.8035,,,2024-07-24,114.1835,hold_4d_close,854,104020.15,-6507.42,-0.062559,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=4.00; raw_entry=open:121.7913; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-17 00:00:00; filter_close=117.9331; filter_ma50=114.9681; filter_avg_value_10=33634.11; filter_adr20=4.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,CAMT,2024-07-18,115.4715,,,2024-07-24,108.8591,hold_4d_close,900,103924.39,-5951.19,-0.057265,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=3.10; raw_entry=open:115.4600; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-17 00:00:00; filter_close=113.4700; filter_ma50=111.5432; filter_avg_value_10=82.51; filter_adr20=4.40; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,ENVX,2024-07-19,15.9916,,,2024-07-25,14.5485,hold_4d_close,6437,102937.92,-9288.94,-0.090238,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=3.70; raw_entry=open:15.9900; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-18 00:00:00; filter_close=16.0500; filter_ma50=12.6624; filter_avg_value_10=103.37; filter_adr20=8.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,SMR,2024-07-22,11.5212,,,2024-07-26,10.8489,hold_4d_close,8950,103114.31,-6016.52,-0.058348,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=4.16; raw_entry=open:11.5200; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-19 00:00:00; filter_close=11.3000; filter_ma50=9.6294; filter_avg_value_10=111.57; filter_adr20=12.39; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,NNE,2024-07-25,13.6914,,,2024-07-31,11.8088,hold_4d_close,7346,100576.79,-13829.21,-0.137499,,,,4,99.0,entry=rsi2_next_open; setup_rsi2=1.27; raw_entry=open:13.6900; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-24 00:00:00; filter_close=14.3700; filter_ma50=13.9966; filter_avg_value_10=32.88; filter_adr20=22.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,ROOT,2024-07-25,70.387,,,2024-07-31,60.224,hold_4d_close,1429,100583.07,-14523.01,-0.144388,,,,4,99.0,entry=rsi2_next_open; setup_rsi2=2.81; raw_entry=open:70.3800; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-24 00:00:00; filter_close=70.0000; filter_ma50=57.2775; filter_avg_value_10=26.22; filter_adr20=8.82; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,CVNA,2024-07-25,24.7445,,,2024-07-31,26.6433,hold_4d_close,4042,100017.17,7675.19,0.076739,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=4.93; raw_entry=open:24.7420; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-24 00:00:00; filter_close=24.6840; filter_ma50=23.6574; filter_avg_value_10=564.68; filter_adr20=6.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,AU,2024-07-25,24.9292,,,2024-07-31,26.0952,hold_4d_close,4013,100040.97,4678.96,0.04677,,,,4,91.0,entry=rsi2_next_open; setup_rsi2=3.45; raw_entry=open:24.9267; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-24 00:00:00; filter_close=25.7167; filter_ma50=23.6326; filter_avg_value_10=33.05; filter_adr20=2.68; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,WULF,2024-07-26,4.7905,,,2024-08-01,4.1096,hold_4d_close,21543,103201.29,-14668.41,-0.142134,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=4.28; raw_entry=open:4.7900; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-25 00:00:00; filter_close=4.5300; filter_ma50=3.9214; filter_avg_value_10=103.83; filter_adr20=11.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,HUT,2024-07-26,16.0816,,,2024-08-01,13.8986,hold_4d_close,6367,102391.6,-13899.15,-0.135745,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=4.47; raw_entry=open:16.0800; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-25 00:00:00; filter_close=14.7900; filter_ma50=13.1610; filter_avg_value_10=131.82; filter_adr20=11.30; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,LNTH,2024-07-30,111.6012,,,2024-08-05,99.0201,hold_4d_close,863,96311.8,-10857.45,-0.112732,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=4.81; raw_entry=open:111.5900; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-29 00:00:00; filter_close=111.5900; filter_ma50=90.4401; filter_avg_value_10=122.84; filter_adr20=4.79; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,INSM,2024-07-31,73.4573,,,2024-08-06,72.6727,hold_4d_close,1313,96449.49,-1030.19,-0.010681,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=2.34; raw_entry=open:73.4500; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-30 00:00:00; filter_close=72.9100; filter_ma50=61.8256; filter_avg_value_10=123.68; filter_adr20=4.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,ADMA,2024-07-31,12.2412,,,2024-08-06,11.8588,hold_4d_close,7876,96411.88,-3011.86,-0.03124,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=4.32; raw_entry=open:12.2400; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-30 00:00:00; filter_close=12.1800; filter_ma50=11.2438; filter_avg_value_10=46.81; filter_adr20=4.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,VIRT,2024-08-01,26.2602,,,2024-08-07,26.4939,hold_4d_close,3642,95639.6,851.11,0.008899,,,,4,91.0,entry=rsi2_next_open; setup_rsi2=4.18; raw_entry=open:26.2576; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-07-31 00:00:00; filter_close=26.1142; filter_ma50=22.8433; filter_avg_value_10=53.17; filter_adr20=3.44; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,JMIA,2024-08-02,10.501,,,2024-08-08,4.8095,hold_4d_close,9020,94719.47,-51337.61,-0.541996,,,,4,99.0,entry=rsi2_next_open; setup_rsi2=4.95; raw_entry=open:10.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-01 00:00:00; filter_close=11.1100; filter_ma50=9.3430; filter_avg_value_10=81.50; filter_adr20=11.37; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,TWST,2024-08-02,48.0048,,,2024-08-08,45.4155,hold_4d_close,1976,94857.48,-5116.54,-0.053939,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=3.30; raw_entry=open:48.0000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-01 00:00:00; filter_close=53.0500; filter_ma50=50.3168; filter_avg_value_10=53.94; filter_adr20=5.87; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,DYN,2024-08-05,36.2936,,,2024-08-09,43.5956,hold_4d_close,2592,94073.09,18926.81,0.201193,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=4.30; raw_entry=open:36.2900; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-02 00:00:00; filter_close=40.8300; filter_ma50=36.4024; filter_avg_value_10=36.99; filter_adr20=5.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,LNTH,2024-08-05,92.0892,,,2024-08-09,97.3203,hold_4d_close,1035,95312.33,5414.15,0.056804,,,,4,95.0,entry=rsi2_next_open; setup_rsi2=0.10; raw_entry=open:92.0800; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-02 00:00:00; filter_close=97.5900; filter_ma50=92.1695; filter_avg_value_10=140.30; filter_adr20=6.02; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,MHO,2024-08-05,141.5442,,,2024-08-09,144.4855,hold_4d_close,678,95966.93,1994.27,0.020781,,,,4,94.0,entry=rsi2_next_open; setup_rsi2=4.88; raw_entry=open:141.5300; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-02 00:00:00; filter_close=153.9100; filter_ma50=132.6808; filter_avg_value_10=51.72; filter_adr20=4.49; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,THC,2024-08-05,135.9436,,,2024-08-09,150.045,hold_4d_close,709,96384.0,9997.9,0.10373,,,,4,94.0,entry=rsi2_next_open; setup_rsi2=3.55; raw_entry=open:135.9300; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-02 00:00:00; filter_close=141.7500; filter_ma50=136.5014; filter_avg_value_10=274.25; filter_adr20=3.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,CVSA,2024-08-05,72.0072,,,2024-08-09,72.0628,hold_4d_close,1347,96993.7,74.88,0.000772,,,,4,94.0,entry=rsi2_next_open; setup_rsi2=4.75; raw_entry=open:72.0000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-02 00:00:00; filter_close=75.6700; filter_ma50=69.4624; filter_avg_value_10=35.14; filter_adr20=2.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,BKU,2024-08-05,31.9843,,,2024-08-09,32.895,hold_4d_close,3041,97264.19,2769.66,0.028476,,,,4,94.0,entry=rsi2_next_open; setup_rsi2=4.97; raw_entry=open:31.9811; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-02 00:00:00; filter_close=33.7021; filter_ma50=29.1864; filter_avg_value_10=33.56; filter_adr20=4.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,AX,2024-08-05,63.4263,,,2024-08-09,65.1135,hold_4d_close,1536,97422.86,2591.46,0.0266,,,,4,94.0,entry=rsi2_next_open; setup_rsi2=3.85; raw_entry=open:63.4200; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-02 00:00:00; filter_close=67.2200; filter_ma50=60.3162; filter_avg_value_10=67.76; filter_adr20=4.17; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,MMYT,2024-08-05,77.3377,,,2024-08-09,93.9806,hold_4d_close,1263,97677.56,21019.94,0.215197,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=4.50; raw_entry=open:77.3300; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-02 00:00:00; filter_close=84.8900; filter_ma50=84.0520; filter_avg_value_10=77.60; filter_adr20=5.97; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,GLNG,2024-08-05,29.1131,,,2024-08-09,31.4851,hold_4d_close,3384,98518.7,8026.98,0.081477,,,,4,91.0,entry=rsi2_next_open; setup_rsi2=2.93; raw_entry=open:29.1102; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-02 00:00:00; filter_close=30.8388; filter_ma50=29.3905; filter_avg_value_10=46.04; filter_adr20=2.77; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,WAL,2024-08-05,66.4015,,,2024-08-09,71.3551,hold_4d_close,1488,98805.5,7370.91,0.0746,,,,4,91.0,entry=rsi2_next_open; setup_rsi2=2.73; raw_entry=open:66.3949; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-02 00:00:00; filter_close=70.2552; filter_ma50=63.5337; filter_avg_value_10=102.41; filter_adr20=4.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,PIPR,2024-08-05,55.0322,,,2024-08-09,61.9677,hold_4d_close,1806,99388.12,12525.49,0.126026,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=3.36; raw_entry=open:55.0267; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-02 00:00:00; filter_close=58.5613; filter_ma50=55.3136; filter_avg_value_10=49.50; filter_adr20=3.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,CRNX,2024-08-05,46.0846,,,2024-08-09,47.6352,hold_4d_close,2165,99773.18,3357.1,0.033647,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=4.99; raw_entry=open:46.0800; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-02 00:00:00; filter_close=49.7900; filter_ma50=48.4008; filter_avg_value_10=32.91; filter_adr20=4.35; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,HALO,2024-08-05,51.7952,,,2024-08-09,55.1945,hold_4d_close,1939,100430.85,6591.24,0.06563,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=4.19; raw_entry=open:51.7900; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-02 00:00:00; filter_close=54.0900; filter_ma50=51.0262; filter_avg_value_10=61.21; filter_adr20=2.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,FTAI,2024-08-06,97.545,,,2024-08-12,102.2183,hold_4d_close,1003,97837.64,4687.34,0.047909,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=3.42; raw_entry=open:97.5353; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-05 00:00:00; filter_close=95.4529; filter_ma50=94.6642; filter_avg_value_10=176.79; filter_adr20=5.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,GRBK,2024-08-06,68.8969,,,2024-08-12,68.0132,hold_4d_close,1424,98109.17,-1258.38,-0.012826,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:68.8900; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-05 00:00:00; filter_close=69.1900; filter_ma50=61.0296; filter_avg_value_10=42.02; filter_adr20=4.45; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_4d_close,DHI,2024-08-06,170.1071,,,2024-08-12,168.6325,hold_4d_close,577,98151.79,-850.86,-0.008669,,,,4,94.0,entry=rsi2_next_open; setup_rsi2=4.92; raw_entry=open:170.0901; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-08-05 00:00:00; filter_close=170.2763; filter_ma50=148.6067; filter_avg_value_10=485.58; filter_adr20=3.50; rs_bucket=rs90_100
