strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_rsi2_gt_80,ARWR,2026-01-02,66.3066,,,2026-01-21,67.5932,rsi2_gt_80,2693,178563.76,3464.83,0.019404,,,,13,98.0,entry=rsi2_next_open; setup_rsi2=3.67; raw_entry=open:66.3000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-12-31 00:00:00; filter_close=66.3900; filter_ma50=52.4775; filter_avg_value_10=110.77; filter_adr20=5.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,VERA,2026-01-05,48.2248,,,2026-01-22,48.7101,rsi2_gt_80,3693,178094.27,1792.23,0.010063,,,,13,96.0,entry=rsi2_next_open; setup_rsi2=3.11; raw_entry=open:48.2200; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-02 00:00:00; filter_close=48.6200; filter_ma50=37.3344; filter_avg_value_10=58.66; filter_adr20=5.95; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,INDV,2026-01-13,34.0034,,,2026-01-22,33.5366,rsi2_gt_80,6051,205754.57,-2824.32,-0.013727,,,,7,93.0,entry=rsi2_next_open; setup_rsi2=1.67; raw_entry=open:34.0000; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-12 00:00:00; filter_close=34.5600; filter_ma50=33.8800; filter_avg_value_10=68.41; filter_adr20=3.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,JMIA,2026-01-16,12.9513,,,2026-01-23,12.8887,rsi2_gt_80,15643,202597.1,-978.99,-0.004832,,,,5,95.0,entry=rsi2_next_open; setup_rsi2=2.66; raw_entry=open:12.9500; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-15 00:00:00; filter_close=12.7800; filter_ma50=12.0056; filter_avg_value_10=40.73; filter_adr20=5.31; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,WVE,2026-01-05,15.7416,,,2026-02-02,13.4287,rsi2_gt_80,11357,178777.05,-26267.79,-0.14693,,,,20,99.0,entry=rsi2_next_open; setup_rsi2=3.79; raw_entry=open:15.7400; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-02 00:00:00; filter_close=15.9500; filter_ma50=11.0478; filter_avg_value_10=45.24; filter_adr20=11.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,NUVB,2026-01-05,8.5008,,,2026-02-02,5.6294,rsi2_gt_80,20931,177931.29,-60101.54,-0.33778,,,,20,98.0,entry=rsi2_next_open; setup_rsi2=3.98; raw_entry=open:8.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-02 00:00:00; filter_close=8.5800; filter_ma50=6.9862; filter_avg_value_10=51.49; filter_adr20=5.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,PACS,2026-01-21,36.0236,,,2026-02-02,35.3965,rsi2_gt_80,5697,205226.46,-3572.82,-0.017409,,,,8,98.0,entry=rsi2_next_open; setup_rsi2=1.37; raw_entry=open:36.0200; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-20 00:00:00; filter_close=35.6900; filter_ma50=31.0508; filter_avg_value_10=47.54; filter_adr20=4.79; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,GH,2026-01-29,107.6908,,,2026-02-02,114.8885,rsi2_gt_80,1865,200843.28,13423.79,0.066837,,,,2,92.0,entry=rsi2_next_open; setup_rsi2=3.39; raw_entry=open:107.6800; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-28 00:00:00; filter_close=109.7300; filter_ma50=105.4196; filter_avg_value_10=203.00; filter_adr20=4.84; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,CAPR,2026-01-06,24.7325,,,2026-02-03,24.8775,rsi2_gt_80,7403,183094.49,1073.72,0.005864,,,,20,99.0,entry=rsi2_next_open; setup_rsi2=1.11; raw_entry=open:24.7300; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-05 00:00:00; filter_close=24.8100; filter_ma50=15.5350; filter_avg_value_10=36.46; filter_adr20=7.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,UAMY,2026-02-02,7.8808,,,2026-02-03,9.649,rsi2_gt_80,25412,200266.59,44934.68,0.224374,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=4.91; raw_entry=open:7.8800; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-30 00:00:00; filter_close=7.3300; filter_ma50=6.8088; filter_avg_value_10=195.21; filter_adr20=15.61; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,CALY,2026-01-30,14.0814,,,2026-02-04,14.6885,rsi2_gt_80,14088,198378.87,8553.14,0.043115,,,,3,91.0,entry=rsi2_next_open; setup_rsi2=4.76; raw_entry=open:14.0800; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-29 00:00:00; filter_close=14.5300; filter_ma50=12.5994; filter_avg_value_10=54.68; filter_adr20=4.23; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,AMKR,2026-02-04,46.0464,,,2026-02-06,49.2607,rsi2_gt_80,4353,200439.89,13991.8,0.069805,,,,2,92.0,entry=rsi2_next_open; setup_rsi2=1.71; raw_entry=open:46.0418; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-03 00:00:00; filter_close=46.1516; filter_ma50=44.2984; filter_avg_value_10=174.16; filter_adr20=6.59; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,AA,2026-01-20,59.6383,,,2026-02-09,62.2518,rsi2_gt_80,3391,202233.48,8862.42,0.043823,,,,14,95.0,entry=rsi2_next_open; setup_rsi2=4.92; raw_entry=open:59.6323; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-16 00:00:00; filter_close=59.9718; filter_ma50=47.6941; filter_avg_value_10=643.81; filter_adr20=3.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,AG,2026-02-02,20.5368,,,2026-02-09,23.7415,rsi2_gt_80,9758,200397.81,31271.9,0.156049,,,,5,97.0,entry=rsi2_next_open; setup_rsi2=4.36; raw_entry=open:20.5347; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-30 00:00:00; filter_close=20.8346; filter_ma50=17.6373; filter_avg_value_10=871.13; filter_adr20=8.23; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,CDE,2026-02-02,20.222,,,2026-02-09,23.0277,rsi2_gt_80,9910,200400.23,27804.25,0.138744,,,,5,93.0,entry=rsi2_next_open; setup_rsi2=1.92; raw_entry=open:20.2200; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-30 00:00:00; filter_close=20.4400; filter_ma50=18.8436; filter_avg_value_10=853.12; filter_adr20=7.73; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,KGC,2026-02-02,30.9153,,,2026-02-09,33.8852,rsi2_gt_80,6477,200238.64,19235.94,0.096065,,,,5,92.0,entry=rsi2_next_open; setup_rsi2=2.42; raw_entry=open:30.9122; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-30 00:00:00; filter_close=31.5215; filter_ma50=29.9576; filter_avg_value_10=543.97; filter_adr20=4.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,COMP,2026-02-02,12.5013,,,2026-02-09,12.8687,rsi2_gt_80,16051,200657.56,5898.15,0.029394,,,,5,91.0,entry=rsi2_next_open; setup_rsi2=3.64; raw_entry=open:12.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-30 00:00:00; filter_close=12.5200; filter_ma50=11.2468; filter_avg_value_10=242.46; filter_adr20=5.18; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,USAS,2026-02-03,7.7208,,,2026-02-09,7.9992,rsi2_gt_80,28188,217633.12,7848.33,0.036062,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=3.97; raw_entry=open:7.7200; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-02 00:00:00; filter_close=7.0100; filter_ma50=5.7940; filter_avg_value_10=87.67; filter_adr20=9.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,EGO,2026-02-03,41.2361,,,2026-02-09,41.9067,rsi2_gt_80,5339,220159.48,3580.15,0.016262,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=3.98; raw_entry=open:41.2320; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-02 00:00:00; filter_close=39.0556; filter_ma50=36.6473; filter_avg_value_10=144.03; filter_adr20=4.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,DNTH,2026-02-05,47.9148,,,2026-02-09,52.7047,rsi2_gt_80,3421,163916.5,16386.38,0.099968,,,,2,95.0,entry=rsi2_next_open; setup_rsi2=4.04; raw_entry=open:47.9100; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-04 00:00:00; filter_close=48.1300; filter_ma50=44.2404; filter_avg_value_10=53.16; filter_adr20=7.25; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,SPHR,2026-01-22,96.4996,,,2026-02-10,97.4603,rsi2_gt_80,2146,207088.24,2061.46,0.009955,,,,13,92.0,entry=rsi2_next_open; setup_rsi2=4.87; raw_entry=open:96.4900; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-21 00:00:00; filter_close=93.1500; filter_ma50=87.2702; filter_avg_value_10=81.86; filter_adr20=3.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,PAAS,2026-02-03,57.3651,,,2026-02-10,59.1287,rsi2_gt_80,3822,219249.24,6740.81,0.030745,,,,5,90.0,entry=rsi2_next_open; setup_rsi2=4.71; raw_entry=open:57.3593; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-02 00:00:00; filter_close=53.4895; filter_ma50=51.3746; filter_avg_value_10=777.67; filter_adr20=5.20; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,DRUG,2026-01-21,83.3183,,,2026-02-11,77.9122,rsi2_gt_80,2463,205213.04,-13315.28,-0.064885,,,,15,93.0,entry=rsi2_next_open; setup_rsi2=3.88; raw_entry=open:83.3100; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-20 00:00:00; filter_close=83.0000; filter_ma50=76.0227; filter_avg_value_10=32.97; filter_adr20=9.67; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,SVM,2026-02-02,9.881,,,2026-02-11,11.4689,rsi2_gt_80,20262,200208.58,32173.32,0.160699,,,,7,95.0,entry=rsi2_next_open; setup_rsi2=2.15; raw_entry=open:9.8800; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-30 00:00:00; filter_close=10.0700; filter_ma50=9.0452; filter_avg_value_10=119.87; filter_adr20=7.09; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,SQM,2026-02-02,74.8365,,,2026-02-11,74.3865,rsi2_gt_80,2678,200412.13,-1205.03,-0.006013,,,,7,94.0,entry=rsi2_next_open; setup_rsi2=2.45; raw_entry=open:74.8290; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-30 00:00:00; filter_close=75.9760; filter_ma50=69.6772; filter_avg_value_10=130.46; filter_adr20=3.47; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,EXK,2026-02-02,10.7511,,,2026-02-11,12.3688,rsi2_gt_80,18636,200357.03,30147.23,0.150468,,,,7,94.0,entry=rsi2_next_open; setup_rsi2=1.90; raw_entry=open:10.7500; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-30 00:00:00; filter_close=10.9300; filter_ma50=10.0584; filter_avg_value_10=261.10; filter_adr20=8.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,ALB,2026-02-03,172.8092,,,2026-02-11,174.979,rsi2_gt_80,1269,219294.91,2753.41,0.012556,,,,6,95.0,entry=rsi2_next_open; setup_rsi2=3.14; raw_entry=open:172.7919; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-02 00:00:00; filter_close=164.5224; filter_ma50=148.4949; filter_avg_value_10=710.76; filter_adr20=4.80; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,RVMD,2026-01-27,98.1448,,,2026-02-17,100.5999,rsi2_gt_80,2067,202865.33,5074.74,0.025015,,,,15,96.0,entry=rsi2_next_open; setup_rsi2=2.60; raw_entry=open:98.1350; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-26 00:00:00; filter_close=97.7800; filter_ma50=86.4170; filter_avg_value_10=532.41; filter_adr20=5.87; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,TXG,2026-02-02,20.202,,,2026-02-18,19.568,rsi2_gt_80,9925,200505.06,-6292.23,-0.031382,,,,12,92.0,entry=rsi2_next_open; setup_rsi2=2.61; raw_entry=open:20.2000; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-30 00:00:00; filter_close=20.2000; filter_ma50=18.5102; filter_avg_value_10=53.65; filter_adr20=6.61; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,PL,2026-02-03,23.9824,,,2026-02-18,23.7376,rsi2_gt_80,9076,217664.24,-2221.55,-0.010206,,,,11,98.0,entry=rsi2_next_open; setup_rsi2=4.48; raw_entry=open:23.9800; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-02 00:00:00; filter_close=22.8500; filter_ma50=19.5086; filter_avg_value_10=385.31; filter_adr20=8.91; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,KTOS,2026-02-03,98.6099,,,2026-02-18,97.2003,rsi2_gt_80,2222,219111.11,-3132.09,-0.014295,,,,11,93.0,entry=rsi2_next_open; setup_rsi2=3.88; raw_entry=open:98.6000; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-02 00:00:00; filter_close=96.1600; filter_ma50=89.7476; filter_avg_value_10=467.57; filter_adr20=7.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,CSTM,2026-02-17,22.8323,,,2026-02-18,25.6374,rsi2_gt_80,8831,201631.89,24772.3,0.122859,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=4.89; raw_entry=open:22.8300; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-13 00:00:00; filter_close=23.2900; filter_ma50=20.9516; filter_avg_value_10=44.41; filter_adr20=4.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,SIDU,2026-02-03,2.7703,,,2026-02-19,2.2898,rsi2_gt_80,78439,217297.76,-37690.41,-0.173451,,,,12,97.0,entry=rsi2_next_open; setup_rsi2=4.08; raw_entry=open:2.7700; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-02 00:00:00; filter_close=2.5800; filter_ma50=2.2464; filter_avg_value_10=87.37; filter_adr20=19.34; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,OSS,2026-02-05,8.5109,,,2026-02-19,10.5389,rsi2_gt_80,19369,164846.68,39282.17,0.238295,,,,10,97.0,entry=rsi2_next_open; setup_rsi2=2.93; raw_entry=open:8.5100; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-04 00:00:00; filter_close=8.9600; filter_ma50=8.0992; filter_avg_value_10=26.68; filter_adr20=13.10; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,CIB,2026-02-06,75.6595,,,2026-02-19,77.5993,rsi2_gt_80,2597,196487.67,5037.76,0.025639,,,,9,92.0,entry=rsi2_next_open; setup_rsi2=4.74; raw_entry=open:75.6519; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-05 00:00:00; filter_close=74.9740; filter_ma50=68.1643; filter_avg_value_10=41.13; filter_adr20=3.38; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,HL,2026-02-02,22.3179,,,2026-02-20,24.0129,rsi2_gt_80,9010,201083.86,15272.26,0.07595,,,,14,98.0,entry=rsi2_next_open; setup_rsi2=1.42; raw_entry=open:22.3156; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-30 00:00:00; filter_close=22.5156; filter_ma50=20.6006; filter_avg_value_10=1079.70; filter_adr20=8.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,CRML,2026-02-02,13.8514,,,2026-02-23,10.309,rsi2_gt_80,14652,202950.5,-51903.48,-0.255745,,,,15,99.0,entry=rsi2_next_open; setup_rsi2=4.08; raw_entry=open:13.8500; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-01-30 00:00:00; filter_close=13.1700; filter_ma50=10.9804; filter_avg_value_10=543.38; filter_adr20=19.44; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,TMQ,2026-02-03,5.2205,,,2026-02-24,4.3796,rsi2_gt_80,41638,217372.09,-35015.88,-0.161087,,,,15,96.0,entry=rsi2_next_open; setup_rsi2=5.00; raw_entry=open:5.2200; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-02 00:00:00; filter_close=4.9400; filter_ma50=4.9168; filter_avg_value_10=56.63; filter_adr20=9.25; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,POWL,2026-02-20,178.4145,,,2026-02-24,186.368,rsi2_gt_80,1198,213740.58,9528.33,0.044579,,,,2,97.0,entry=rsi2_next_open; setup_rsi2=4.74; raw_entry=open:178.3967; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-19 00:00:00; filter_close=178.7867; filter_ma50=139.1433; filter_avg_value_10=182.55; filter_adr20=6.87; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,SKYT,2026-02-06,28.6029,,,2026-02-25,28.7971,rsi2_gt_80,6828,195300.33,1326.4,0.006792,,,,13,98.0,entry=rsi2_next_open; setup_rsi2=4.55; raw_entry=open:28.6000; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-05 00:00:00; filter_close=28.4500; filter_ma50=23.6620; filter_avg_value_10=140.20; filter_adr20=8.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,CRVS,2026-02-18,17.3517,,,2026-02-25,18.1982,rsi2_gt_80,12043,208966.95,10193.74,0.048782,,,,5,99.0,entry=rsi2_next_open; setup_rsi2=2.73; raw_entry=open:17.3500; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-17 00:00:00; filter_close=17.4900; filter_ma50=12.9602; filter_avg_value_10=28.05; filter_adr20=12.46; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,SITM,2026-02-20,395.3495,,,2026-02-25,418.1282,rsi2_gt_80,542,214279.44,12346.04,0.057617,,,,3,90.0,entry=rsi2_next_open; setup_rsi2=4.42; raw_entry=open:395.3100; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-19 00:00:00; filter_close=396.5700; filter_ma50=371.4024; filter_avg_value_10=183.40; filter_adr20=8.22; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,LQDA,2026-02-17,37.9238,,,2026-03-04,34.3766,rsi2_gt_80,5375,203840.37,-19066.35,-0.093536,,,,11,91.0,entry=rsi2_next_open; setup_rsi2=3.17; raw_entry=open:37.9200; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-13 00:00:00; filter_close=38.2000; filter_ma50=37.2780; filter_avg_value_10=58.86; filter_adr20=6.43; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,CAPR,2026-03-04,26.4426,,,2026-03-06,27.8972,rsi2_gt_80,8154,215613.32,11860.52,0.055008,,,,2,98.0,entry=rsi2_next_open; setup_rsi2=3.46; raw_entry=open:26.4400; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-03-03 00:00:00; filter_close=25.8400; filter_ma50=25.7076; filter_avg_value_10=33.47; filter_adr20=6.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,DOCN,2026-02-24,56.6557,,,2026-03-09,57.5242,rsi2_gt_80,3917,221920.25,3402.22,0.015331,,,,9,92.0,entry=rsi2_next_open; setup_rsi2=4.41; raw_entry=open:56.6500; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-23 00:00:00; filter_close=59.2400; filter_ma50=54.9032; filter_avg_value_10=216.84; filter_adr20=7.59; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,VNET,2026-02-23,11.8812,,,2026-03-10,11.2289,rsi2_gt_80,18302,217449.5,-11938.61,-0.054903,,,,11,90.0,entry=rsi2_next_open; setup_rsi2=4.50; raw_entry=open:11.8800; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-20 00:00:00; filter_close=11.8500; filter_ma50=10.3932; filter_avg_value_10=118.11; filter_adr20=7.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,SYRE,2026-03-04,40.144,,,2026-03-10,41.5658,rsi2_gt_80,5351,214810.62,7608.21,0.035418,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=3.13; raw_entry=open:40.1400; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-03-03 00:00:00; filter_close=40.0700; filter_ma50=34.7011; filter_avg_value_10=37.49; filter_adr20=6.17; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,POWL,2026-03-09,157.5791,,,2026-03-10,176.4957,rsi2_gt_80,1339,210998.41,25329.31,0.120045,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=3.73; raw_entry=open:157.5633; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-03-06 00:00:00; filter_close=161.2167; filter_ma50=152.9760; filter_avg_value_10=114.80; filter_adr20=5.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,OII,2026-03-09,33.5434,,,2026-03-10,36.1364,rsi2_gt_80,6357,213235.11,16483.89,0.077304,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=4.55; raw_entry=open:33.5400; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-03-06 00:00:00; filter_close=34.2100; filter_ma50=30.3766; filter_avg_value_10=50.49; filter_adr20=5.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,SNDK,2026-03-04,586.8987,,,2026-03-11,655.3644,rsi2_gt_80,366,214804.93,25058.46,0.116657,,,,5,99.0,entry=rsi2_next_open; setup_rsi2=4.32; raw_entry=open:586.8400; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-03-03 00:00:00; filter_close=565.4100; filter_ma50=472.3634; filter_avg_value_10=13128.07; filter_adr20=8.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,WDC,2026-03-04,256.9027,,,2026-03-11,268.7831,rsi2_gt_80,833,213999.99,9896.35,0.046245,,,,5,97.0,entry=rsi2_next_open; setup_rsi2=4.73; raw_entry=open:256.8771; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-03-03 00:00:00; filter_close=250.4901; filter_ma50=238.8937; filter_avg_value_10=2779.72; filter_adr20=7.59; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,MU,2026-03-04,393.5141,,,2026-03-11,418.4723,rsi2_gt_80,544,214071.64,13577.31,0.063424,,,,5,96.0,entry=rsi2_next_open; setup_rsi2=2.64; raw_entry=open:393.4747; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-03-03 00:00:00; filter_close=379.5206; filter_ma50=368.0056; filter_avg_value_10=12550.68; filter_adr20=6.06; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,WULF,2026-03-04,15.4515,,,2026-03-11,15.2185,rsi2_gt_80,13895,214699.22,-3238.46,-0.015084,,,,5,94.0,entry=rsi2_next_open; setup_rsi2=4.87; raw_entry=open:15.4500; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-03-03 00:00:00; filter_close=14.7400; filter_ma50=14.1716; filter_avg_value_10=506.19; filter_adr20=11.22; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,DAR,2026-03-10,52.3052,,,2026-03-11,55.5544,rsi2_gt_80,4391,229672.26,14267.31,0.06212,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=3.13; raw_entry=open:52.3000; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-03-09 00:00:00; filter_close=51.9200; filter_ma50=45.3964; filter_avg_value_10=121.39; filter_adr20=3.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,BELFB,2026-03-03,214.4682,,,2026-03-16,205.029,rsi2_gt_80,998,214039.25,-9420.29,-0.044012,,,,9,92.0,entry=rsi2_next_open; setup_rsi2=3.64; raw_entry=open:214.4467; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-03-02 00:00:00; filter_close=222.3844; filter_ma50=203.1987; filter_avg_value_10=44.34; filter_adr20=5.82; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,VICR,2026-03-09,160.6361,,,2026-03-16,185.4015,rsi2_gt_80,1256,201758.89,31105.34,0.154171,,,,5,97.0,entry=rsi2_next_open; setup_rsi2=3.35; raw_entry=open:160.6200; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-03-06 00:00:00; filter_close=162.6700; filter_ma50=155.9578; filter_avg_value_10=182.57; filter_adr20=9.59; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,YOU,2026-03-12,44.3244,,,2026-03-16,46.7453,rsi2_gt_80,4462,197775.61,10802.03,0.054618,,,,2,93.0,entry=rsi2_next_open; setup_rsi2=3.37; raw_entry=open:44.3200; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-03-11 00:00:00; filter_close=44.7900; filter_ma50=36.6201; filter_avg_value_10=100.27; filter_adr20=5.50; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,BKD,2026-02-20,14.7415,,,2026-03-17,14.5485,rsi2_gt_80,14535,214267.32,-2804.22,-0.013087,,,,17,95.0,entry=rsi2_next_open; setup_rsi2=4.44; raw_entry=open:14.7400; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-02-19 00:00:00; filter_close=14.9500; filter_ma50=12.6238; filter_avg_value_10=115.50; filter_adr20=4.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,MKSI,2026-03-04,237.1837,,,2026-03-17,228.8671,rsi2_gt_80,905,214651.27,-7526.53,-0.035064,,,,9,95.0,entry=rsi2_next_open; setup_rsi2=2.68; raw_entry=open:237.1600; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-03-03 00:00:00; filter_close=232.5600; filter_ma50=214.1782; filter_avg_value_10=403.88; filter_adr20=5.80; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,LRCX,2026-03-04,221.7322,,,2026-03-17,226.4474,rsi2_gt_80,964,213749.82,4545.43,0.021265,,,,9,92.0,entry=rsi2_next_open; setup_rsi2=2.51; raw_entry=open:221.7100; slippage_bps=1.0; initial_stop=disabled; decision_date=2026-03-03 00:00:00; filter_close=217.0100; filter_ma50=216.2114; filter_avg_value_10=2366.69; filter_adr20=4.92; rs_bucket=rs90_100
