strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,FORM,2024-07-12,60.18,,,2024-07-15,60.97,rsi2_gt_50,880,52958.4,695.2,0.013127,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=2.26; raw_entry=open:60.1800; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-11 00:00:00; filter_close=59.7100; filter_ma50=56.8838; filter_avg_value_10=36.28; filter_adr20=3.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,CRWD,2024-07-12,368.2,,,2024-07-15,377.37,rsi2_gt_50,143,52652.6,1311.31,0.024905,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=3.82; raw_entry=open:368.2000; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-11 00:00:00; filter_close=370.4300; filter_ma50=352.3857; filter_avg_value_10=1400.33; filter_adr20=2.95; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,EAT,2024-07-10,66.3,,,2024-07-16,65.22,rsi2_gt_50,801,53106.3,-865.08,-0.01629,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=1.43; raw_entry=open:66.3000; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-09 00:00:00; filter_close=66.2200; filter_ma50=65.6144; filter_avg_value_10=103.96; filter_adr20=3.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,FORM,2024-07-15,60.34,,,2024-07-16,62.16,rsi2_gt_50,888,53581.92,1616.16,0.030162,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=2.10; raw_entry=open:60.3400; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-12 00:00:00; filter_close=59.6300; filter_ma50=57.1846; filter_avg_value_10=36.11; filter_adr20=3.74; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,NVDA,2024-07-18,121.7913,,,2024-07-22,123.4805,rsi2_gt_50,437,53222.79,738.18,0.01387,,,,2,93.0,entry=rsi2_next_open; setup_rsi2=4.00; raw_entry=open:121.7913; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-17 00:00:00; filter_close=117.9331; filter_ma50=114.9681; filter_avg_value_10=33634.11; filter_adr20=4.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,ANF,2024-07-16,170.12,,,2024-07-23,161.4,rsi2_gt_50,315,53587.8,-2746.8,-0.051258,,,,5,95.0,entry=rsi2_next_open; setup_rsi2=3.83; raw_entry=open:170.1200; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-15 00:00:00; filter_close=167.3300; filter_ma50=163.3382; filter_avg_value_10=232.27; filter_adr20=4.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,CAMT,2024-07-18,115.46,,,2024-07-23,116.4,rsi2_gt_50,461,53227.06,433.34,0.008141,,,,3,90.0,entry=rsi2_next_open; setup_rsi2=3.10; raw_entry=open:115.4600; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-17 00:00:00; filter_close=113.4700; filter_ma50=111.5432; filter_avg_value_10=82.51; filter_adr20=4.40; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,ENVX,2024-07-19,15.99,,,2024-07-23,16.2,rsi2_gt_50,3318,53054.82,696.78,0.013133,,,,2,97.0,entry=rsi2_next_open; setup_rsi2=3.70; raw_entry=open:15.9900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-18 00:00:00; filter_close=16.0500; filter_ma50=12.6624; filter_avg_value_10=103.37; filter_adr20=8.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,ALNY,2024-07-18,240.65,,,2024-07-24,236.48,rsi2_gt_50,221,53183.65,-921.57,-0.017328,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=2.40; raw_entry=open:240.6500; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-17 00:00:00; filter_close=240.0200; filter_ma50=185.0170; filter_avg_value_10=238.59; filter_adr20=3.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,SMR,2024-07-22,11.52,,,2024-07-26,10.85,rsi2_gt_50,4609,53095.68,-3088.03,-0.05816,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=4.16; raw_entry=open:11.5200; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-19 00:00:00; filter_close=11.3000; filter_ma50=9.6294; filter_avg_value_10=111.57; filter_adr20=12.39; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,NNE,2024-07-25,13.69,,,2024-07-26,16.07,rsi2_gt_50,3866,52925.54,9201.08,0.17385,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=1.27; raw_entry=open:13.6900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-24 00:00:00; filter_close=14.3700; filter_ma50=13.9966; filter_avg_value_10=32.88; filter_adr20=22.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,CVNA,2024-07-25,24.742,,,2024-07-26,26.57,rsi2_gt_50,2133,52774.69,3899.12,0.073882,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=4.93; raw_entry=open:24.7420; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-24 00:00:00; filter_close=24.6840; filter_ma50=23.6574; filter_avg_value_10=564.68; filter_adr20=6.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,AU,2024-07-25,24.9267,,,2024-07-30,25.3636,rsi2_gt_50,2117,52769.89,924.75,0.017524,,,,3,91.0,entry=rsi2_next_open; setup_rsi2=3.45; raw_entry=open:24.9267; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-24 00:00:00; filter_close=25.7167; filter_ma50=23.6326; filter_avg_value_10=33.05; filter_adr20=2.68; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,ENVX,2024-07-23,15.11,,,2024-07-31,14.41,rsi2_gt_50,3531,53353.41,-2471.7,-0.046327,,,,6,95.0,entry=rsi2_next_open; setup_rsi2=1.66; raw_entry=open:15.1100; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-22 00:00:00; filter_close=15.2500; filter_ma50=12.9174; filter_avg_value_10=96.95; filter_adr20=8.21; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,WULF,2024-07-26,4.79,,,2024-07-31,4.16,rsi2_gt_50,11185,53576.15,-7046.55,-0.131524,,,,3,98.0,entry=rsi2_next_open; setup_rsi2=4.28; raw_entry=open:4.7900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-25 00:00:00; filter_close=4.5300; filter_ma50=3.9214; filter_avg_value_10=103.83; filter_adr20=11.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,INSM,2024-07-31,73.45,,,2024-08-01,75.33,rsi2_gt_50,715,52516.75,1344.2,0.025596,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=2.34; raw_entry=open:73.4500; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-30 00:00:00; filter_close=72.9100; filter_ma50=61.8256; filter_avg_value_10=123.68; filter_adr20=4.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,VIRT,2024-08-01,26.2576,,,2024-08-02,26.4392,rsi2_gt_50,1993,52331.32,361.96,0.006917,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=4.18; raw_entry=open:26.2576; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-31 00:00:00; filter_close=26.1142; filter_ma50=22.8433; filter_avg_value_10=53.17; filter_adr20=3.44; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,VIRT,2024-08-02,25.426,,,2024-08-05,26.6208,rsi2_gt_50,2024,51462.15,2418.34,0.046993,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=2.37; raw_entry=open:25.4260; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-01 00:00:00; filter_close=25.8848; filter_ma50=22.9228; filter_avg_value_10=41.76; filter_adr20=3.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,VITL,2024-07-16,43.41,,,2024-08-06,35.36,rsi2_gt_50,1238,53741.58,-9965.9,-0.185441,,,,15,97.0,entry=rsi2_next_open; setup_rsi2=4.73; raw_entry=open:43.4100; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-15 00:00:00; filter_close=42.6800; filter_ma50=40.6620; filter_avg_value_10=33.10; filter_adr20=4.54; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,ADMA,2024-07-31,12.24,,,2024-08-06,11.86,rsi2_gt_50,4290,52509.6,-1630.2,-0.031046,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=4.32; raw_entry=open:12.2400; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-30 00:00:00; filter_close=12.1800; filter_ma50=11.2438; filter_avg_value_10=46.81; filter_adr20=4.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,INSM,2024-08-01,72.85,,,2024-08-06,72.68,rsi2_gt_50,717,52233.45,-121.89,-0.002334,,,,3,99.0,entry=rsi2_next_open; setup_rsi2=1.99; raw_entry=open:72.8500; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-31 00:00:00; filter_close=72.7500; filter_ma50=62.7852; filter_avg_value_10=117.99; filter_adr20=4.23; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,DYN,2024-08-05,36.29,,,2024-08-06,43.38,rsi2_gt_50,1413,51277.77,10018.17,0.195371,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.30; raw_entry=open:36.2900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-02 00:00:00; filter_close=40.8300; filter_ma50=36.4024; filter_avg_value_10=36.99; filter_adr20=5.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,THC,2024-08-05,135.93,,,2024-08-06,146.16,rsi2_gt_50,380,51653.4,3887.4,0.075259,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=3.55; raw_entry=open:135.9300; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-02 00:00:00; filter_close=141.7500; filter_ma50=136.5014; filter_avg_value_10=274.25; filter_adr20=3.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50_no_stop,MMYT,2024-08-05,77.33,,,2024-08-06,88.91,rsi2_gt_50,673,52043.09,7793.34,0.149748,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=4.50; raw_entry=open:77.3300; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-02 00:00:00; filter_close=84.8900; filter_ma50=84.0520; filter_avg_value_10=77.60; filter_adr20=5.97; rs_bucket=rs90_100
